Frequency,CHD,BHC,YTA,ZHY,LZH,Vel_AVG,Frequency,CHD,BHC,YTA,ZHY,LZH,Dis_AVG,Frequency,CHD,BHC,YTA,ZHY,LZH,Acc_AVG
26.0742,4.91901,1.50676,28.8833,10.8119,54.0339,10.8119,26.0742,0.0300252,0.00919715,0.176301,0.065995,0.329819,0.065995,26.0742,805.877,246.851,4731.93,1771.31,8852.33,1771.31
26.1719,4.94422,21.655,64.676,23.8563,49.794,23.8563,26.1719,0.0300665,0.131687,0.393304,0.145074,0.302805,0.145074,26.1719,813.042,3561.01,10635.5,3923,8188.27,3923
26.2695,3.20795,5.0427,18.4842,57.3775,55.5319,18.4842,26.2695,0.0194355,0.0305514,0.111987,0.347624,0.336442,0.111987,26.2695,529.493,832.33,3050.94,9470.51,9165.89,3050.94
26.3672,4.0909,11.7594,14.0772,20.6009,113.556,14.0772,26.3672,0.0246931,0.0709809,0.0849711,0.124349,0.685436,0.0849711,26.3672,677.739,1948.18,2332.16,3412.95,18812.8,2332.16
26.4648,3.27445,7.38603,13.8019,26.6461,137.938,13.8019,26.4648,0.0196919,0.0444183,0.0830019,0.160245,0.829534,0.0830019,26.4648,544.486,1228.17,2295.02,4430.81,22936.8,2295.02
26.5625,3.54994,2.12455,38.9879,42.5106,95.8476,38.9879,26.5625,0.0212703,0.0127297,0.233604,0.254712,0.574291,0.233604,26.5625,592.475,354.581,6506.96,7094.9,15996.7,6506.96
26.6602,6.61419,10.1622,64.6803,29.5862,57.5004,29.5862,26.6602,0.0394852,0.0606661,0.386126,0.176623,0.343264,0.176623,26.6602,1107.95,1702.28,10834.6,4956.01,9631.93,4956.01
26.7578,3.27699,5.71114,48.5578,25.5029,109.32,25.5029,26.7578,0.0194914,0.0339697,0.288821,0.151691,0.650235,0.151691,26.7578,550.941,960.181,8163.75,4287.65,18379.4,4287.65
26.8555,3.68235,13.1362,43.8676,13.5587,45.433,13.5587,26.8555,0.0218229,0.0778495,0.259975,0.0803536,0.269252,0.0803536,26.8555,621.352,2216.57,7402.12,2287.87,7666.28,2287.87
26.9531,1.965,12.649,24.8855,11.5067,114.261,12.649,26.9531,0.0116031,0.0746907,0.146946,0.0679455,0.674697,0.0746907,26.9531,332.775,2142.12,4214.39,1948.67,19350.3,2142.12
27.0508,4.40973,7.04933,37.6878,12.3749,73.2482,12.3749,27.0508,0.0259449,0.0414752,0.221739,0.0728087,0.43096,0.0728087,27.0508,749.5,1198.14,6405.61,2103.31,12449.6,2103.31
27.1484,4.4237,11.0869,27.7777,31.26,62.4905,27.7777,27.1484,0.0259335,0.0649958,0.162844,0.183259,0.366344,0.162844,27.1484,754.589,1891.19,4738.28,5332.29,10659.6,4738.28
27.2461,3.65629,6.54552,26.6858,25.1309,65.4789,25.1309,27.2461,0.0213578,0.0382349,0.155882,0.146799,0.382488,0.146799,27.2461,625.928,1120.54,4568.39,4302.22,11209.5,4302.22
27.3438,2.20855,16.3511,29.9687,15.6425,102.347,16.3511,27.3438,0.0128549,0.0951721,0.174434,0.0910474,0.595714,0.0951721,27.3438,379.443,2809.22,5148.81,2687.47,17583.8,2809.22
27.4414,3.30921,10.5424,19.8532,29.4763,38.9985,19.8532,27.4414,0.0191928,0.061144,0.115145,0.170957,0.226184,0.115145,27.4414,570.573,1817.72,3423.08,5082.28,6724.09,3423.08
27.5391,5.26774,5.68431,18.9707,11.5759,28.3236,11.5759,27.5391,0.0304436,0.032851,0.109636,0.0668998,0.163689,0.0668998,27.5391,911.493,983.573,3282.55,2003.01,4900.92,2003.01
27.6367,0.423899,9.19185,7.81681,10.1696,54.0238,9.19185,27.6367,0.00244116,0.0529342,0.0450156,0.0585647,0.311114,0.0529342,27.6367,73.6087,1596.13,1357.36,1765.91,9381.06,1596.13
27.7344,2.74003,5.94548,7.87957,25.3063,44.2986,7.87957,27.7344,0.0157238,0.0341184,0.0452173,0.145222,0.254209,0.0452173,27.7344,477.479,1036.06,1373.1,4409.89,7719.48,1373.1
27.832,4.14349,4.49661,21.4235,18.0467,58.6725,18.0467,27.832,0.0236942,0.0257134,0.122508,0.103199,0.335513,0.103199,27.832,724.588,786.339,3746.4,3155.9,10260.3,3155.9
27.9297,4.98132,5.63462,24.9419,6.78768,128.027,6.78768,27.9297,0.0283856,0.0321084,0.14213,0.038679,0.729549,0.038679,27.9297,874.159,988.804,4377,1191.15,22467.1,1191.15
28.0273,1.11208,5.36299,29.608,13.5199,50.4718,13.5199,28.0273,0.00631501,0.030454,0.168131,0.0767737,0.286607,0.0767737,28.0273,195.838,944.427,5214.01,2380.87,8888.13,2380.87
28.125,1.06387,5.71159,37.3473,6.66746,8.41382,6.66746,28.125,0.00602028,0.032321,0.211342,0.0377301,0.0476125,0.0377301,28.125,188.002,1009.32,6599.81,1178.24,1486.85,1178.24
28.2227,1.32385,8.61734,65.8471,31.3572,56.1976,31.3572,28.2227,0.00746556,0.0485954,0.371329,0.176832,0.316913,0.176832,28.2227,234.757,1528.1,11676.5,5560.52,9965.42,5560.52
28.3203,2.31671,5.44133,51.8131,23.092,11.0434,11.0434,28.3203,0.0130195,0.0305793,0.29118,0.129773,0.0620618,0.0620618,28.3203,412.239,968.239,9219.71,4109.02,1965.08,1965.08
28.418,3.99797,0.211556,7.8328,18.7175,40.4206,7.8328,28.418,0.0223907,0.00118482,0.0438676,0.104828,0.226376,0.0438676,28.418,713.86,37.7744,1398.59,3342.12,7217.32,1398.59
28.5156,2.50434,9.45781,12.4176,2.65787,26.0557,9.45781,28.5156,0.0139776,0.0527871,0.0693066,0.0148344,0.145425,0.0527871,28.5156,448.701,1694.55,2224.85,476.207,4668.37,1694.55
28.6133,3.625,2.70216,48.3184,2.29032,50.4789,3.625,28.6133,0.0201633,0.0150301,0.26876,0.0127394,0.280778,0.0201633,28.6133,651.712,485.801,8686.8,411.76,9075.23,651.712
28.7109,2.72387,3.88863,35.1751,24.6787,26.6188,24.6787,28.7109,0.0150994,0.0215561,0.194988,0.136803,0.147558,0.136803,28.7109,491.376,701.494,6345.45,4451.95,4801.94,4451.95
28.8086,5.11675,2.87887,29.4813,4.63983,15.7046,5.11675,28.8086,0.0282678,0.0159045,0.162871,0.0256331,0.0867609,0.0282678,28.8086,926.181,521.104,5336.4,839.855,2842.68,926.181
28.9063,1.73893,5.69615,16.9989,24.8648,24.4534,16.9989,28.9063,0.00957439,0.0313624,0.0935943,0.136903,0.134638,0.0935943,28.9063,315.831,1034.55,3087.4,4516.03,4441.31,3087.4
29.0039,2.0032,4.67935,25.6735,13.2788,70.3295,13.2788,29.0039,0.0109923,0.0256773,0.14088,0.0728658,0.385923,0.0728658,29.0039,365.057,852.75,4678.66,2419.9,12816.6,2419.9
29.1016,0.674761,4.53123,19.8474,4.15682,19.6421,4.53123,29.1016,0.00369023,0.0247811,0.108544,0.0227334,0.107422,0.0247811,29.1016,123.38,828.538,3629.11,760.076,3591.58,828.538
29.1992,5.31748,3.40752,51.5649,13.7209,60.051,13.7209,29.1992,0.0289838,0.0185732,0.281062,0.0747882,0.327317,0.0747882,29.1992,975.567,625.157,9460.3,2517.3,11017.2,2517.3
29.2969,1.40994,5.41349,12.8288,13.3159,8.54227,8.54227,29.2969,0.00765947,0.0294087,0.0696926,0.0723385,0.0464058,0.0464058,29.2969,259.538,996.503,2361.5,2451.16,1572.44,1572.44
29.3945,1.82917,4.72499,14.3741,11.1844,51.0428,11.1844,29.3945,0.00990395,0.0255832,0.0778275,0.0605573,0.276368,0.0605573,29.3945,337.832,872.665,2654.76,2065.66,9427.15,2065.66
29.4922,3.50127,12.0454,52.0135,18.9011,14.9585,14.9585,29.4922,0.0188946,0.0650031,0.280691,0.102,0.0807239,0.0807239,29.4922,648.802,2232.07,9638.35,3502.46,2771.89,2771.89
29.5898,1.86603,9.92836,42.7793,7.38577,50.2699,9.92836,29.5898,0.0100368,0.0534017,0.230097,0.0397258,0.270387,0.0534017,29.5898,346.93,1845.87,7953.46,1373.15,9346.11,1845.87
29.6875,3.97686,2.09128,40.5473,8.78596,79.9516,8.78596,29.6875,0.02132,0.0112114,0.217374,0.0471016,0.428621,0.0471016,29.6875,741.812,390.091,7563.37,1638.86,14913.5,1638.86
29.7852,4.31036,1.18971,32.2975,9.00406,33.0169,9.00406,29.7852,0.0230321,0.00635716,0.17258,0.0481126,0.176424,0.0481126,29.7852,806.664,222.65,6044.34,1685.07,6178.97,1685.07
29.8828,1.54997,2.56996,40.1143,12.9008,52.5522,12.9008,29.8828,0.00825511,0.0136876,0.213647,0.068709,0.279891,0.068709,29.8828,291.022,482.535,7531.83,2422.24,9867.15,2422.24
29.9805,2.05708,1.30053,28.7808,15.4226,74.8816,15.4226,29.9805,0.0109202,0.006904,0.152786,0.081873,0.397518,0.081873,29.9805,387.497,244.984,5421.52,2905.21,14105.7,2905.21
30.0781,4.89207,0.878769,10.3541,4.4735,55.5169,4.89207,30.0781,0.0258858,0.00464991,0.0547874,0.023671,0.293761,0.0258858,30.0781,924.534,166.075,1956.78,845.43,10491.9,924.534
30.1758,2.40394,0.711987,24.0462,12.3083,31.98,12.3083,30.1758,0.012679,0.00375521,0.126826,0.0649172,0.168671,0.0649172,30.1758,455.787,134.993,4559.15,2333.65,6063.41,2333.65
30.2734,3.40302,2.95362,11.404,6.07828,27.5491,6.07828,30.2734,0.0178905,0.0155279,0.0599538,0.031955,0.144832,0.031955,30.2734,647.301,561.818,2169.2,1156.17,5240.21,1156.17
30.3711,3.49656,5.43027,11.3749,1.48941,33.676,5.43027,30.3711,0.0183232,0.0284565,0.0596084,0.007805,0.176474,0.0284565,30.3711,667.238,1036.24,2170.64,284.219,6426.29,1036.24
30.4688,1.08192,6.45539,17.0324,11.3325,78.7348,11.3325,30.4688,0.00565146,0.03372,0.0889695,0.0591959,0.411275,0.0591959,30.4688,207.124,1235.82,3260.69,2169.5,15073.1,2169.5
30.5664,1.97517,3.64099,21.1199,7.69921,57.5399,7.69921,30.5664,0.0102844,0.0189581,0.109968,0.0400887,0.299602,0.0400887,30.5664,379.34,699.269,4056.17,1478.67,11050.8,1478.67
30.6641,3.94243,5.56118,23.2564,15.8032,8.15472,8.15472,30.6641,0.0204623,0.0288641,0.120707,0.0820232,0.0423253,0.0423253,30.6641,759.579,1071.46,4480.76,3044.78,1571.15,1571.15
30.7617,2.12618,5.75979,16.3379,12.6324,85.4993,12.6324,30.7617,0.0110004,0.0298,0.0845288,0.0653574,0.442356,0.0653574,30.7617,410.952,1113.26,3157.81,2441.61,16525.4,2441.61
30.8594,1.9966,2.80482,48.0954,19.1137,62.9291,19.1137,30.8594,0.0102973,0.0144657,0.248049,0.0985777,0.324552,0.0985777,30.8594,387.131,543.841,9325.47,3706.06,12201.6,3706.06
30.957,0.483182,2.61669,10.7471,25.9659,50.5591,10.7471,30.957,0.00248411,0.0134528,0.0552527,0.133495,0.259932,0.0552527,30.957,93.9831,508.968,2090.41,5050.59,9834.19,2090.41
31.0547,3.5144,3.19985,24.3483,13.5164,37.424,13.5164,31.0547,0.0180113,0.0163992,0.124785,0.0692715,0.191797,0.0692715,31.0547,685.738,624.362,4750.9,2637.36,7302.25,2637.36
31.1523,1.71268,4.79707,17.9542,9.53935,43.4775,9.53935,31.1523,0.00874993,0.0245079,0.0917265,0.0487358,0.222123,0.0487358,31.1523,335.232,938.959,3514.28,1867.19,8510.11,1867.19
31.25,1.38404,4.46263,23.3781,7.62921,28.3233,7.62921,31.25,0.00704887,0.022728,0.119064,0.0388552,0.144249,0.0388552,31.25,271.756,876.236,4590.28,1497.99,5561.27,1497.99
31.3477,0.981688,6.63473,34.3606,10.184,30.2088,10.184,31.3477,0.00498412,0.0336851,0.174452,0.0517049,0.153373,0.0517049,31.3477,193.356,1306.8,6767.76,2005.86,5950.02,2005.86
31.4453,1.83621,6.59565,21.3996,13.4308,30.4436,13.4308,31.4453,0.00929363,0.0333827,0.108311,0.0679778,0.154085,0.0679778,31.4453,362.791,1303.15,4228.07,2653.62,6014.95,2653.62
31.543,1.24924,3.56242,19.3572,19.9951,38.9421,19.3572,31.543,0.00630323,0.0179748,0.0976698,0.100889,0.196488,0.0976698,31.543,247.587,706.038,3836.41,3962.84,7717.94,3836.41
31.6406,1.10068,3.236,23.2002,14.358,30.4955,14.358,31.6406,0.00553653,0.0162774,0.116699,0.072222,0.153395,0.072222,31.6406,218.82,643.33,4612.28,2854.43,6062.63,2854.43
31.7383,3.38734,3.17632,40.2023,16.9373,17.8665,16.9373,31.7383,0.0169862,0.015928,0.201599,0.0849338,0.0895934,0.0849338,31.7383,675.495,633.414,8017.04,3377.59,3562.89,3377.59
31.8359,1.26651,3.82989,22.0874,15.3427,19.0435,15.3427,31.8359,0.00633158,0.0191465,0.11042,0.0767018,0.0952025,0.0767018,31.8359,253.342,766.097,4418.18,3069.03,3809.29,3069.03
31.9336,1.29425,2.89562,17.7824,6.65881,33.1764,6.65881,31.9336,0.00645044,0.0144316,0.0886264,0.0331871,0.165349,0.0331871,31.9336,259.684,580.991,3567.95,1336.05,6656.67,1336.05
32.0313,4.01495,5.03276,16.2231,10.1974,21.7637,10.1974,32.0313,0.0199493,0.0250065,0.0806086,0.0506685,0.108138,0.0506685,32.0313,808.043,1012.88,3265.04,2052.32,4380.13,2052.32
32.1289,3.72871,3.66397,13.396,14.3581,34.5109,13.396,32.1289,0.0184707,0.01815,0.0663588,0.071125,0.170954,0.0663588,32.1289,752.721,739.652,2704.27,2898.5,6966.78,2704.27
32.2266,3.10758,4.29157,15.9029,0.938686,20.3819,4.29157,32.2266,0.0153472,0.0211945,0.0785387,0.00463582,0.100658,0.0211945,32.2266,629.241,868.981,3220.12,190.07,4127.03,868.981
32.3242,5.21589,8.15441,23.3055,6.00962,38.7534,8.15441,32.3242,0.0256815,0.0401499,0.114749,0.0295896,0.19081,0.0401499,32.3242,1059.34,1656.15,4733.33,1220.55,7870.77,1656.15
32.4219,0.236261,3.47343,29.0609,15.2098,13.1776,13.1776,32.4219,0.00115978,0.0170506,0.142656,0.074663,0.0646874,0.0646874,32.4219,48.1294,707.582,5920.07,3098.43,2684.45,2684.45
32.5195,0.852614,4.83019,25.2591,19.759,44.6271,19.759,32.5195,0.00417281,0.0236396,0.123622,0.0967032,0.218411,0.0967032,32.5195,174.211,986.935,5161.1,4037.28,9118.49,4037.28
32.6172,2.83312,1.47197,7.50592,13.1364,25.1582,7.50592,32.6172,0.0138242,0.00718246,0.036625,0.0640988,0.122759,0.036625,32.6172,580.62,301.666,1538.26,2692.17,5155.92,1538.26
32.7148,0.853128,2.08913,39.9266,21.9004,11.6279,11.6279,32.7148,0.00415039,0.0101634,0.194239,0.106544,0.0565687,0.0565687,32.7148,175.363,429.427,8207.04,4501.71,2390.15,2390.15
32.8125,1.03296,3.84085,10.448,1.52725,24.2527,3.84085,32.8125,0.00501029,0.0186298,0.0506772,0.00740784,0.117636,0.0186298,32.8125,212.962,791.858,2154.03,314.869,5000.11,791.858
32.9102,4.09611,2.58256,7.34109,2.27399,7.36232,4.09611,32.9102,0.019809,0.0124894,0.0355019,0.0109971,0.0356045,0.019809,32.9102,846.996,534.023,1518,470.217,1522.39,846.996
33.0078,2.30025,6.88901,15.7579,5.65152,6.23959,6.23959,33.0078,0.0110912,0.033217,0.0759804,0.0272501,0.0300857,0.0300857,33.0078,477.059,1428.74,3268.1,1172.09,1294.05,1294.05
33.1055,2.41426,1.25481,20.0757,12.9628,38.7833,12.9628,33.1055,0.0116066,0.00603251,0.096514,0.062319,0.186451,0.062319,33.1055,502.185,261.01,4175.9,2696.37,8067.23,2696.37
33.2031,5.49041,4.82679,19.0127,10.5265,22.1399,10.5265,33.2031,0.0263176,0.0231366,0.0911347,0.0504574,0.106125,0.0504574,33.2031,1145.42,1006.97,3966.45,2196.05,4618.86,2196.05
33.3008,2.78566,0.894532,20.872,2.71126,28.0573,2.78566,33.3008,0.0133135,0.00427525,0.0997538,0.012958,0.134095,0.0133135,33.3008,582.858,187.167,4367.15,567.291,5870.57,582.858
33.3984,1.25735,5.40901,27.1907,12.3068,27.7388,12.3068,33.3984,0.0059917,0.0257758,0.129573,0.0586461,0.132185,0.0586461,33.3984,263.853,1135.07,5705.94,2582.57,5820.94,2582.57
33.4961,3.32292,4.03097,15.9168,21.3435,13.0836,13.0836,33.4961,0.0157887,0.0191529,0.0756277,0.101413,0.0621659,0.0621659,33.4961,699.349,848.366,3349.88,4492.01,2753.6,2753.6
33.5938,1.36467,2.0297,23.3061,6.78456,21.6132,6.78456,33.5938,0.00646531,0.00961599,0.110416,0.0321428,0.102395,0.0321428,33.5938,288.049,428.421,4919.35,1432.06,4562.02,1432.06
33.6914,1.0702,8.9136,7.88536,21.9168,19.3597,8.9136,33.6914,0.00505552,0.042107,0.0372497,0.103533,0.0914532,0.042107,33.6914,226.55,1886.91,1669.25,4639.56,4098.23,1886.91
33.7891,2.17358,0.645664,16.0099,12.9741,23.5591,12.9741,33.7891,0.0102381,0.00304124,0.0754105,0.0611112,0.110969,0.0611112,33.7891,461.458,137.076,3398.94,2754.44,5001.67,2754.44
33.8867,1.74131,9.6942,32.4132,6.94887,16.2773,9.6942,33.8867,0.00817836,0.0455305,0.152234,0.0326366,0.0764494,0.0455305,33.8867,370.753,2064.06,6901.3,1479.53,3465.71,2064.06
33.9844,3.9872,7.19814,19.3055,4.12674,19.9108,7.19814,33.9844,0.0186728,0.0337102,0.0904111,0.0193263,0.093246,0.0337102,33.9844,851.388,1537.02,4122.31,881.184,4251.56,1537.02
34.082,0.985342,10.4972,13.4855,12.1976,31.536,12.1976,34.082,0.00460131,0.0490192,0.0629743,0.0569599,0.147265,0.0569599,34.082,211.005,2247.9,2887.85,2612.04,6753.23,2612.04
34.1797,1.90241,4.20545,7.1225,10.048,32.5287,7.1225,34.1797,0.00885842,0.0195823,0.0331653,0.0467877,0.151467,0.0331653,34.1797,408.557,903.152,1529.61,2157.88,6985.78,1529.61
34.2773,1.37341,7.16266,10.4836,11.3372,20.3352,10.4836,34.2773,0.00637697,0.0332573,0.0486768,0.0526401,0.0944193,0.0486768,34.2773,295.793,1542.63,2257.86,2441.69,4379.6,2257.86
34.375,1.03519,8.35483,26.8918,9.32704,6.42841,8.35483,34.375,0.0047929,0.0386826,0.124508,0.0431838,0.0297633,0.0386826,34.375,223.585,1804.51,5808.21,2014.5,1388.44,1804.51
34.4727,2.22842,4.63759,19.0385,12.7537,25.2527,12.7537,34.4727,0.0102883,0.021411,0.087898,0.058882,0.116588,0.058882,34.4727,482.671,1004.49,4123.71,2762.43,5469.69,2762.43
34.5703,4.38638,5.59835,16.8566,8.57334,18.1123,8.57334,34.5703,0.0201941,0.0257737,0.0776046,0.03947,0.0833856,0.03947,34.5703,952.774,1216.03,3661.45,1862.23,3934.21,1862.23
34.668,0.770628,7.0201,6.5931,8.42593,13.1796,7.0201,34.668,0.00353783,0.0322281,0.0302678,0.038682,0.0605052,0.0322281,34.668,167.862,1529.16,1436.14,1835.38,2870.84,1529.16
34.7656,1.2064,1.46203,3.46361,9.18846,26.1362,3.46361,34.7656,0.00552282,0.00669307,0.0158562,0.0420642,0.11965,0.0158562,34.7656,263.525,319.364,756.588,2007.12,5709.16,756.588
34.8633,0.938154,4.71311,43.083,13.0478,5.33335,5.33335,34.8633,0.00428278,0.0215159,0.196679,0.0595646,0.0243474,0.0243474,34.8633,205.505,1032.42,9437.44,2858.15,1168.28,1168.28
34.9609,4.28921,2.64436,30.7741,9.79072,21.9407,9.79072,34.9609,0.019526,0.0120381,0.140095,0.0445709,0.0998818,0.0445709,34.9609,942.193,580.877,6760.03,2150.69,4819.62,2150.69
35.0586,1.56888,6.01331,16.6581,9.16488,25.6517,9.16488,35.0586,0.00712223,0.0272985,0.0756225,0.0416057,0.116451,0.0416057,35.0586,345.593,1324.61,3669.44,2018.84,5650.56,2018.84
35.1563,1.27819,10.1602,20.8923,15.4785,27.3848,15.4785,35.1563,0.00578645,0.0459961,0.0945812,0.0700725,0.123973,0.0700725,35.1563,282.343,2244.33,4614.98,3419.1,6049.11,3419.1
35.2539,0.422483,9.30326,7.89977,6.6476,13.1923,7.89977,35.2539,0.00190731,0.0419999,0.0356638,0.0300108,0.059557,0.0356638,35.2539,93.5828,2060.74,1749.85,1472.49,2922.18,1749.85
35.3516,1.55963,3.94594,45.3462,16.1458,6.6899,6.6899,35.3516,0.00702157,0.0177649,0.204151,0.0726895,0.0301183,0.0301183,35.3516,346.427,876.474,10072.3,3586.32,1485.96,1485.96
35.4492,1.84579,5.52107,31.9699,5.33519,45.4394,5.52107,35.4492,0.00828696,0.0247877,0.143534,0.0239532,0.204007,0.0247877,35.4492,411.12,1229.73,7120.79,1188.33,10120.9,1229.73
35.5469,2.7139,13.125,43.0011,17.5462,21.2355,17.5462,35.5469,0.012151,0.0587649,0.19253,0.07856,0.0950783,0.07856,35.5469,606.143,2931.43,9604.18,3918.9,4742.9,3918.9
35.6445,1.52447,3.66041,16.0688,12.8329,14.7281,12.8329,35.6445,0.00680685,0.0163439,0.0717483,0.0572996,0.0657617,0.0572996,35.6445,341.422,819.789,3598.8,2874.07,3298.51,2874.07
35.7422,1.52142,4.23466,11.9298,0.975421,10.1251,4.23466,35.7422,0.00677466,0.0188563,0.0531217,0.00434341,0.0450856,0.0188563,35.7422,341.672,950.997,2679.13,219.055,2273.84,950.997
35.8398,0.21103,14.1614,3.26566,9.83659,10.5265,9.83659,35.8398,0.000937127,0.062887,0.0145019,0.0436816,0.0467454,0.0436816,35.8398,47.5216,3188.99,735.388,2215.09,2370.45,2215.09
35.9375,2.03022,7.23725,16.4165,15.4648,13.5499,13.5499,35.9375,0.00899113,0.0320513,0.0727029,0.0684885,0.0600079,0.0600079,35.9375,458.427,1634.19,3706.87,3491.99,3059.59,3059.59
36.0352,0.584832,6.17816,18.6071,8.04669,19.539,8.04669,36.0352,0.002583,0.0272868,0.082181,0.0355395,0.0862973,0.0355395,36.0352,132.415,1398.83,4212.93,1821.9,4423.94,1821.9
36.1328,1.79279,8.12758,9.81102,4.72929,31.4032,8.12758,36.1328,0.00789674,0.0357997,0.0432148,0.0208312,0.138322,0.0357997,36.1328,407.016,1845.2,2227.39,1073.69,7129.43,1845.2
36.2305,1.75722,5.86198,20.4882,10.1125,30.9955,10.1125,36.2305,0.00771921,0.0257508,0.0900017,0.0444228,0.136158,0.0444228,36.2305,400.019,1334.44,4664,2302.04,7055.89,2302.04
36.3281,2.67276,5.20719,14.2547,10.7112,23.6402,10.7112,36.3281,0.0117095,0.0228129,0.0624502,0.0469262,0.103568,0.0469262,36.3281,610.075,1188.57,3253.72,2444.9,5396.02,2444.9
36.4258,0.394262,5.95585,16.8374,5.54602,18.3142,5.95585,36.4258,0.00172264,0.0260229,0.0735674,0.0242322,0.08002,0.0260229,36.4258,90.2346,1363.12,3853.57,1269.32,4191.56,1363.12
36.5234,1.33814,1.29014,14.1126,9.7951,7.31804,7.31804,36.5234,0.00583109,0.00562193,0.0614974,0.0426833,0.0318892,0.0318892,36.5234,307.081,296.066,3238.62,2247.81,1679.37,1679.37
36.6211,1.56216,3.50085,14.0552,6.78243,27.5337,6.78243,36.6211,0.00678913,0.0152147,0.0610836,0.0294764,0.119661,0.0294764,36.6211,359.448,805.535,3234.05,1560.62,6335.44,1560.62
36.7188,1.75128,5.47097,14.2123,13.1809,13.0724,13.0724,36.7188,0.00759079,0.0237135,0.0616024,0.0571317,0.0566616,0.0566616,36.7188,404.038,1262.21,3278.94,3040.98,3015.95,3015.95
36.8164,1.30909,2.45835,15.3989,14.0944,8.11435,8.11435,36.8164,0.00565913,0.0106273,0.0665685,0.0609292,0.0350778,0.0350778,36.8164,302.825,568.675,3562.14,3260.38,1877.05,1877.05
36.9141,1.14398,3.48711,9.95765,4.47683,11.4805,4.47683,36.9141,0.00493229,0.0150347,0.0429324,0.0193019,0.0494979,0.0193019,36.9141,265.333,808.793,2309.56,1038.35,2662.75,1038.35
37.0117,0.66811,4.92382,14.3261,9.28744,9.92466,9.28744,37.0117,0.00287296,0.0211731,0.0616041,0.0399371,0.0426773,0.0399371,37.0117,155.37,1145.04,3331.56,2159.81,2307.99,2159.81
37.1094,0.210812,0.365291,12.8287,3.24382,4.92989,3.24382,37.1094,0.000904134,0.00156666,0.0550198,0.0139121,0.0211434,0.0139121,37.1094,49.1541,85.1732,2991.21,756.346,1149.48,756.346
37.207,0.786835,7.51911,16.129,9.51738,8.62721,8.62721,37.207,0.00336573,0.0321634,0.0689927,0.0407111,0.0369033,0.0369033,37.207,183.945,1757.81,3770.62,2224.96,2016.86,2016.86
37.3047,1.56245,2.95719,2.24347,6.72475,12.1458,2.95719,37.3047,0.00666595,0.0126164,0.00957144,0.0286902,0.0518181,0.0126164,37.3047,366.226,693.142,525.852,1576.23,2846.87,693.142
37.4023,1.80823,5.12967,14.8358,3.95908,28.9043,5.12967,37.4023,0.00769439,0.0218278,0.0631293,0.0168467,0.122994,0.0218278,37.4023,424.944,1205.5,3486.49,930.406,6792.67,1205.5
37.5,1.52773,7.56602,12.9651,6.51655,14.5233,7.56602,37.5,0.00648388,0.0321112,0.0550257,0.0276571,0.0616386,0.0321112,37.5,359.963,1782.7,3054.83,1535.42,3421.96,1782.7
37.5977,1.42722,5.52022,10.7357,9.05543,20.3236,9.05543,37.5977,0.00604158,0.0233677,0.0454455,0.0383326,0.0860318,0.0383326,37.5977,337.157,1304.06,2536.14,2139.19,4801.09,2139.19
37.6953,3.59524,6.36588,11.8799,6.33876,14.9692,6.36588,37.6953,0.0151796,0.0268776,0.0501587,0.0267631,0.0632022,0.0268776,37.6953,851.522,1507.74,2813.72,1501.31,3545.41,1507.74
37.793,1.26452,5.28632,17.1075,1.75822,4.87021,4.87021,37.793,0.0053252,0.0222619,0.0720438,0.00740428,0.0205096,0.0205096,37.793,300.274,1255.29,4062.36,417.508,1156.48,1156.48
37.8906,0.699101,2.70621,9.41454,4.57837,16.1771,4.57837,37.8906,0.00293649,0.0113671,0.0395446,0.0192309,0.0679498,0.0192309,37.8906,166.438,644.277,2241.36,1089.99,3851.34,1089.99
37.9883,2.73529,7.98015,25.0689,3.05533,11.3154,7.98015,37.9883,0.0114597,0.0334335,0.105028,0.0128006,0.0474067,0.0334335,37.9883,652.88,1904.76,5983.63,729.269,2700.84,1904.76
38.0859,2.8852,1.97288,28.1204,3.68087,3.42601,3.42601,38.0859,0.0120568,0.00824436,0.117511,0.0153818,0.0143167,0.0143167,38.0859,690.431,472.113,6729.25,880.836,819.848,819.848
38.1836,2.29512,3.14724,17.9415,5.86803,22.4485,5.86803,38.1836,0.00956641,0.0131182,0.0747827,0.0244588,0.0935687,0.0244588,38.1836,550.633,755.069,4304.42,1407.83,5385.72,1407.83
38.2813,4.15275,9.89939,19.1466,12.0705,15.4612,12.0705,38.2813,0.0172651,0.0411569,0.0796022,0.0501835,0.0642801,0.0501835,38.2813,998.853,2381.08,4605.29,2903.31,3718.85,2903.31
38.3789,3.17176,0.681202,7.08318,8.80821,8.25317,7.08318,38.3789,0.0131531,0.0028249,0.0293735,0.0365271,0.0342254,0.0293735,38.3789,764.845,164.266,1708.05,2124.03,1990.18,1708.05
38.4766,0.305279,5.86376,19.2518,8.13441,14.0742,8.13441,38.4766,0.00126276,0.0242549,0.0796335,0.0336473,0.0582169,0.0336473,38.4766,73.8029,1417.6,4654.24,1966.54,3402.52,1966.54
38.5742,1.58258,6.85121,5.17951,14.6591,6.76282,6.76282,38.5742,0.00652962,0.0282677,0.0213703,0.0604824,0.027903,0.027903,38.5742,383.567,1660.52,1255.35,3552.9,1639.1,1639.1
38.6719,0.683723,1.74894,10.2292,7.26418,11.4819,7.26418,38.6719,0.00281388,0.0071978,0.0420986,0.0298959,0.047254,0.0298959,38.6719,166.133,424.962,2485.52,1765.07,2789.9,1765.07
