Frequency,CHD,BHC,YTA,ZHY,LZH,Vel_AVG,Frequency,CHD,BHC,YTA,ZHY,LZH,Dis_AVG,Frequency,CHD,BHC,YTA,ZHY,LZH,Acc_AVG
12.9883,14.0596,44.7,45.3984,22.2491,164.53,44.7,12.9883,0.172283,0.547742,0.5563,0.272635,2.0161,0.547742,12.9883,1147.37,3647.87,3704.86,1815.7,13426.9,3647.87
13.0859,10.0187,89.1139,237.725,152.771,243.661,152.771,13.0859,0.121851,1.08383,2.89128,1.85804,2.96347,1.85804,13.0859,823.753,7327.07,19546,12561,20034.1,12561
13.1836,28.1228,59.7133,64.2716,95.9123,9.78689,59.7133,13.1836,0.339504,0.720871,0.7759,1.15787,0.118149,0.720871,13.1836,2329.55,4946.35,5323.94,7944.9,810.697,4946.35
13.2813,30.6255,32.2653,124.205,86.5523,80.1569,80.1569,13.2813,0.366999,0.386649,1.4884,1.03719,0.960555,0.960555,13.2813,2555.65,2692.49,10364.7,7222.67,6688.98,6688.98
13.3789,10.459,69.2601,54.9075,169.448,178.232,69.2601,13.3789,0.12442,0.823916,0.653178,2.01575,2.12024,0.823916,13.3789,879.204,5822.16,4615.64,14244.2,14982.6,5822.16
13.4766,4.47136,65.9398,23.5806,92.7486,27.2537,27.2537,13.4766,0.0528057,0.778733,0.278482,1.09534,0.321859,0.321859,13.4766,378.616,5583.5,1996.71,7853.56,2307.72,2307.72
13.5742,7.46984,34.5734,46.866,85.4725,211.362,46.866,13.5742,0.0875824,0.405366,0.549494,1.00215,2.47818,0.549494,13.5742,637.098,2948.74,3997.17,7289.89,18026.9,3997.17
13.6719,14.3539,56.5483,44.5356,133.662,181.16,56.5483,13.6719,0.167095,0.658281,0.51844,1.55596,2.10889,0.658281,13.6719,1233.04,4857.66,3825.73,11481.9,15562.2,4857.66
13.7695,21.6331,85.4457,39.4626,106.316,134.991,85.4457,13.7695,0.250046,0.987623,0.456128,1.22886,1.56029,0.987623,13.7695,1871.62,7392.46,3414.17,9198.12,11678.9,7392.46
13.8672,12.9396,18.9686,78.9845,34.4845,164.456,34.4845,13.8672,0.148509,0.217704,0.906512,0.395782,1.88748,0.395782,13.8672,1127.43,1652.73,6881.93,3004.64,14329.1,3004.64
13.9648,10.5536,21.0303,55.6128,44.3936,57.6937,44.3936,13.9648,0.120277,0.239678,0.633809,0.505946,0.657526,0.505946,13.9648,926.01,1845.27,4879.67,3895.26,5062.26,3895.26
14.0625,40.6393,34.7867,68.364,18.7258,89.636,40.6393,14.0625,0.459943,0.393705,0.773722,0.211933,1.01447,0.459943,14.0625,3590.78,3073.66,6040.46,1654.57,7920,3590.78
14.1602,19.8257,10.1407,28.7871,56.2237,58.0711,28.7871,14.1602,0.222833,0.113978,0.323556,0.631934,0.652698,0.323556,14.1602,1763.91,902.229,2561.21,5002.27,5166.64,2561.21
14.2578,14.6329,24.1061,43.2234,22.2991,42.9746,24.1061,14.2578,0.163342,0.269088,0.482488,0.248917,0.479711,0.269088,14.2578,1310.88,2159.54,3872.15,1997.65,3849.86,2159.54
14.3555,18.2257,23.5611,82.4006,88.2322,231.232,82.4006,14.3555,0.202063,0.261215,0.913552,0.978205,2.56361,0.913552,14.3555,1643.93,2125.17,7432.38,7958.37,20856.7,7432.38
14.4531,25.9079,33.194,55.2936,144.779,65.4688,55.2936,14.4531,0.285292,0.365525,0.608882,1.59427,0.720929,0.608882,14.4531,2352.74,3014.4,5021.3,13147.6,5945.33,5021.3
14.5508,5.71364,45.2149,152.345,52.6029,129.484,52.6029,14.5508,0.0624952,0.494556,1.66634,0.575365,1.41628,0.575365,14.5508,522.371,4133.79,13928.2,4809.23,11838.1,4809.23
14.6484,17.4959,47.9454,75.7208,36.9444,55.9069,47.9454,14.6484,0.190092,0.520926,0.822705,0.4014,0.607428,0.520926,14.6484,1610.3,4412.84,6969.25,3400.32,5145.61,4412.84
14.7461,28.0833,52.0364,113.492,45.7045,173.818,52.0364,14.7461,0.303103,0.56163,1.22492,0.493289,1.87602,0.56163,14.7461,2601.98,4821.3,10515.3,4234.63,16104.6,4821.3
14.8438,23.3195,13.9226,120.209,67.9033,50.4378,50.4378,14.8438,0.250032,0.149279,1.28888,0.72806,0.540795,0.540795,14.8438,2174.92,1298.51,11211.4,6333.07,4704.13,4704.13
14.9414,17.5416,33.0005,175.511,44.9067,187.09,44.9067,14.9414,0.186852,0.35152,1.86954,0.478343,1.99287,0.478343,14.9414,1646.79,3098.08,16477,4215.82,17563.9,4215.82
15.0391,20.1682,14.7969,92.7481,11.4951,129.262,20.1682,15.0391,0.213435,0.156593,0.981532,0.12165,1.36795,0.213435,15.0391,1905.76,1398.21,8764.07,1086.2,12214.3,1905.76
15.1367,20.4619,66.3381,120.052,78.0751,128.532,78.0751,15.1367,0.215147,0.697512,1.26229,0.82092,1.35145,0.82092,15.1367,1946.07,6309.21,11417.8,7425.47,12224.3,7425.47
15.2344,16.2363,38.0457,100.248,74.1173,153.835,74.1173,15.2344,0.169622,0.397467,1.0473,0.77431,1.60713,0.77431,15.2344,1554.15,3641.75,9595.82,7094.54,14725.2,7094.54
15.332,35.0854,31.0738,17.6798,130.215,72.1208,35.0854,15.332,0.364206,0.322564,0.183526,1.3517,0.748654,0.364206,15.332,3379.91,2993.47,1703.17,12544.1,6947.69,3379.91
15.4297,24.9381,31.5982,19.9391,160.028,146.616,31.5982,15.4297,0.257232,0.32593,0.205669,1.65067,1.51232,0.32593,15.4297,2417.68,3063.36,1933.05,15514.3,14214,3063.36
15.5273,23.302,31.4412,147.795,157.903,35.9859,35.9859,15.5273,0.238845,0.322272,1.5149,1.6185,0.368855,0.368855,15.5273,2273.37,3067.44,14419.1,15405.2,3510.83,3510.83
15.625,10.0475,36.6192,99.0473,137.166,72.031,72.031,15.625,0.102343,0.373,1.00889,1.39716,0.733702,0.733702,15.625,986.415,3595.08,9723.95,13466.2,7071.63,7071.63
15.7227,24.2588,41.5361,193.713,46.0549,32.1885,41.5361,15.7227,0.245563,0.420455,1.96089,0.466197,0.325833,0.420455,15.7227,2396.48,4103.28,19136.6,4549.69,3179.85,4103.28
15.8203,19.0841,63.5288,122.686,65.8456,24.9124,63.5288,15.8203,0.191989,0.63911,1.23424,0.662417,0.250623,0.63911,15.8203,1897,6314.89,12195.3,6545.18,2476.34,6314.89
15.918,23.7889,24.2921,114.236,17.3422,71.4739,24.2921,15.918,0.237852,0.242883,1.14218,0.173395,0.714627,0.242883,15.918,2379.26,2429.59,11425.4,1734.49,7148.5,2429.59
16.0156,0.773,42.9737,128.446,23.8966,74.1848,42.9737,16.0156,0.00768167,0.42705,1.27643,0.237472,0.73721,0.42705,16.0156,77.7863,4324.4,12925.4,2404.7,7465.16,4324.4
16.1133,8.07898,35.0252,65.6236,17.3087,126.615,35.0252,16.1133,0.0797981,0.345953,0.648181,0.170963,1.25061,0.345953,16.1133,817.938,3546.05,6643.91,1752.38,12818.9,3546.05
16.2109,22.0053,37.9402,83.2882,120.456,125.54,83.2882,16.2109,0.216043,0.372488,0.817703,1.1826,1.23253,0.817703,16.2109,2241.38,3864.45,8483.43,12269.2,12787.1,8483.43
16.3086,9.44941,29.2086,51.7155,124.854,117.191,51.7155,16.3086,0.0922164,0.285046,0.504689,1.21845,1.14367,0.504689,16.3086,968.28,2993,5299.28,12793.8,12008.6,5299.28
16.4063,17.6159,34.7079,113.882,82.8241,111.044,82.8241,16.4063,0.17089,0.336697,1.10475,0.803466,1.07722,0.803466,16.4063,1815.91,3577.81,11739.3,8537.8,11446.8,8537.8
16.5039,7.53715,17.2005,69.18,85.1159,101.846,69.18,16.5039,0.0726843,0.165872,0.667135,0.820813,0.982154,0.667135,16.5039,781.581,1783.64,7173.77,8826.27,10561.2,7173.77
16.6016,15.7315,35.1274,126.309,59.7969,124.393,59.7969,16.6016,0.150814,0.336758,1.21089,0.573258,1.19252,0.573258,16.6016,1640.96,3664.17,13175.4,6237.46,12975.5,6237.46
16.6992,20.2357,60.638,130.057,67.1277,27.0699,60.638,16.6992,0.19286,0.577922,1.23953,0.639772,0.257995,0.577922,16.6992,2123.21,6362.4,13646.2,7043.32,2840.29,6362.4
16.7969,25.2843,97.6996,152.467,14.9945,37.6453,37.6453,16.7969,0.239576,0.92573,1.44467,0.142077,0.356699,0.356699,16.7969,2668.45,10311,16091.1,1582.48,3973.01,3973.01
16.8945,15.7993,51.544,153.877,55.4182,114.604,55.4182,16.8945,0.148838,0.48557,1.4496,0.522067,1.07963,0.522067,16.8945,1677.12,5471.47,16334.2,5882.72,12165.4,5882.72
16.9922,19.2535,42.913,57.8588,7.79712,106.818,42.913,16.9922,0.180335,0.401938,0.541926,0.0730307,1.00049,0.401938,16.9922,2055.6,4581.61,6177.3,832.46,11404.4,4581.61
17.0898,1.88583,58.0297,120.845,28.9641,88.1452,58.0297,17.0898,0.0175624,0.540421,1.12541,0.269738,0.820882,0.540421,17.0898,202.497,6231.15,12976.2,3110.12,9464.91,6231.15
17.1875,27.3106,39.8174,77.4414,50.6411,76.6039,50.6411,17.1875,0.252894,0.368706,0.717102,0.468933,0.709346,0.468933,17.1875,2949.34,4299.97,8363.07,5468.85,8272.63,5468.85
17.2852,19.4237,61.6224,18.07,22.2292,130.391,22.2292,17.2852,0.178845,0.567395,0.166382,0.204677,1.20059,0.204677,17.2852,2109.52,6692.55,1962.51,2414.22,14161.2,2414.22
17.3828,30.9284,56.0281,86.3428,70.3534,253.145,70.3534,17.3828,0.283177,0.512987,0.790544,0.644147,2.31776,0.644147,17.3828,3377.99,6119.36,9430.31,7683.96,27648.3,7683.96
17.4805,33.8211,107.633,44.7796,37.2239,138.548,44.7796,17.4805,0.307932,0.979965,0.407706,0.338914,1.26144,0.407706,17.4805,3714.68,11821.6,4918.28,4088.42,15217.2,4918.28
17.5781,13.2108,51.0104,87.0069,12.6725,106.298,51.0104,17.5781,0.119612,0.461856,0.787773,0.114738,0.962442,0.461856,17.5781,1459.08,5633.93,9609.62,1399.63,11740.3,5633.93
17.6758,13.2548,10.8173,61.4677,67.0155,107.639,61.4677,17.6758,0.119348,0.0974007,0.553463,0.603416,0.969193,0.553463,17.6758,1472.09,1201.38,6826.61,7442.76,11954.4,6826.61
17.7734,5.83274,62.7391,38.8466,97.2495,248.109,62.7391,17.7734,0.0522302,0.561807,0.347857,0.870836,2.22173,0.561807,17.7734,651.365,7006.32,4338.14,10860.2,27707.3,7006.32
17.8711,29.2766,76.6603,134.406,64.3814,113.424,76.6603,17.8711,0.260729,0.682715,1.19698,0.573363,1.01012,0.682715,17.8711,3287.39,8607.98,15092.1,7229.22,12736.1,8607.98
17.9688,19.8829,45.9731,106.632,54.9933,269.691,54.9933,17.9688,0.176109,0.407198,0.94447,0.487093,2.38874,0.487093,17.9688,2244.8,5190.4,12038.8,6208.8,30448.4,6208.8
18.0664,4.77229,10.238,133.274,73.4375,30.9344,30.9344,18.0664,0.0420412,0.0901911,1.17407,0.646944,0.272515,0.272515,18.0664,541.725,1162.16,15128.5,8336.23,3511.51,3511.51
18.1641,19.2707,66.0637,55.6296,87.8688,96.829,66.0637,18.1641,0.168851,0.578856,0.487431,0.769913,0.848423,0.578856,18.1641,2199.32,7539.73,6348.91,10028.3,11050.9,7539.73
18.2617,16.9258,25.4847,49.314,92.0464,79.9048,49.314,18.2617,0.147512,0.222105,0.429783,0.802205,0.696388,0.429783,18.2617,1942.1,2924.16,5658.38,10561.6,9168.41,5658.38
18.3594,12.2534,95.6371,66.6695,103.758,41.304,66.6695,18.3594,0.106223,0.829065,0.577949,0.899466,0.358059,0.577949,18.3594,1413.5,11032.3,7690.68,11969.1,4764.64,7690.68
18.457,13.4222,79.6778,84.62,79.9209,81.8166,79.9209,18.457,0.11574,0.687062,0.729678,0.689158,0.705505,0.689158,18.457,1556.56,9240.15,9813.29,9268.34,9488.19,9268.34
18.5547,8.06197,22.1251,218.512,96.4702,99.794,96.4702,18.5547,0.0691525,0.18978,1.87431,0.827484,0.855995,0.827484,18.5547,939.885,2579.4,25474.7,11246.7,11634.2,11246.7
18.6523,5.27489,103.522,194.531,51.3104,123.287,103.522,18.6523,0.045009,0.883321,1.65988,0.437817,1.05197,0.883321,18.6523,618.196,12132.4,22798.3,6013.38,14448.7,12132.4
18.75,15.5202,77.3234,193.063,64.5683,104.583,77.3234,18.75,0.13174,0.656341,1.63877,0.548072,0.887724,0.656341,18.75,1828.44,9109.44,22744.7,7606.77,12320.8,9109.44
18.8477,10.8815,89.4983,25.6425,39.1186,32.2236,32.2236,18.8477,0.0918866,0.755749,0.216532,0.330328,0.272105,0.272105,18.8477,1288.63,10598.7,3036.67,4632.55,3816.02,3816.02
18.9453,8.14751,176.493,10.157,43.2444,120.14,43.2444,18.9453,0.0684452,1.48268,0.0853268,0.363285,1.00927,0.363285,18.9453,969.854,21009.2,1209.06,5147.68,14301.1,5147.68
19.043,13.8379,60.2013,156.708,55.8235,111.698,60.2013,19.043,0.115653,0.503143,1.30971,0.466555,0.933535,0.503143,19.043,1655.71,7203.11,18750.2,6679.31,13364.7,7203.11
19.1406,21.1651,70.3111,52.8268,28.1068,65.0208,52.8268,19.1406,0.175989,0.584639,0.439257,0.233709,0.54065,0.439257,19.1406,2545.41,8455.9,6353.17,3380.24,7819.66,6353.17
19.2383,3.44382,73.8701,56.1401,42.2215,46.1123,46.1123,19.2383,0.0284901,0.611114,0.464437,0.349291,0.381479,0.381479,19.2383,416.281,8929.24,6786.08,5103.64,5573.95,5573.95
19.3359,6.82808,40.7521,64.2256,28.8779,115.01,40.7521,19.3359,0.0562022,0.335432,0.528643,0.237695,0.946656,0.335432,19.3359,829.552,4951.02,7802.85,3508.41,13972.8,4951.02
19.4336,15.8904,28.3665,166.566,45.3228,74.4477,45.3228,19.4336,0.130138,0.232313,1.36412,0.371179,0.609703,0.371179,19.4336,1940.3,3463.69,20338.5,5534.14,9090.43,5534.14
19.5313,19.7102,38.9266,88.4066,5.99752,129.548,38.9266,19.5313,0.160613,0.317203,0.720402,0.0488722,1.05565,0.317203,19.5313,2418.8,4777.02,10849.1,736.006,15897.9,4777.02
19.6289,6.8798,14.8889,66.0707,25.1645,170.037,25.1645,19.6289,0.0557827,0.120722,0.535714,0.204039,1.37869,0.204039,19.6289,848.499,1836.27,8148.63,3103.59,20971,3103.59
19.7266,17.1024,4.23444,129.141,64.545,212.301,64.545,19.7266,0.137983,0.0341637,1.04192,0.520753,1.71285,0.520753,19.7266,2119.77,524.84,16006.5,8000.08,26313.8,8000.08
19.8242,18.1545,19.282,167.586,21.6931,25.181,21.6931,19.8242,0.14575,0.154802,1.34543,0.174159,0.202161,0.174159,19.8242,2261.31,2401.75,20874.4,2702.08,3136.53,2702.08
19.9219,30.7721,12.0518,55.6714,70.5636,84.5156,55.6714,19.9219,0.245837,0.0962811,0.444756,0.563729,0.675192,0.444756,19.9219,3851.83,1508.56,6968.55,8832.64,10579.1,6968.55
20.0195,13.1642,14.4786,76.8993,61.2001,175.682,61.2001,20.0195,0.104655,0.115104,0.611348,0.48654,1.39667,0.48654,20.0195,1655.87,1821.21,9672.89,7698.14,22098.4,7698.14
20.1172,15.9305,6.91934,28.559,15.6851,44.0622,15.9305,20.1172,0.126032,0.0547416,0.225941,0.124091,0.348593,0.126032,20.1172,2013.61,874.605,3609.86,1982.6,5569.46,2013.61
20.2148,16.3149,17.5548,62.0383,32.5417,36.9639,32.5417,20.2148,0.12845,0.138212,0.488438,0.256206,0.291024,0.256206,20.2148,2072.21,2229.7,7879.71,4133.23,4694.92,4133.23
20.3125,23.1329,23.8979,33.458,36.2467,88.8739,33.458,20.3125,0.181254,0.187247,0.262154,0.284004,0.696356,0.262154,20.3125,2952.39,3050.02,4270.14,4626.06,11342.7,4270.14
20.4102,14.2771,24.7994,79.3263,25.6599,70.4398,25.6599,20.4102,0.111331,0.193381,0.618573,0.200091,0.549277,0.200091,20.4102,1830.91,3180.29,10172.9,3290.64,9033.25,3290.64
20.5078,27.3712,9.46589,78.0689,16.8343,87.0489,27.3712,20.5078,0.21242,0.0734619,0.605869,0.130646,0.67556,0.21242,20.5078,3526.91,1219.72,10059.5,2169.18,11216.6,3526.91
20.6055,8.55725,26.232,54.0305,15.6785,83.3396,26.232,20.6055,0.0660955,0.202614,0.417327,0.1211,0.643708,0.202614,20.6055,1107.89,3396.2,6995.22,2029.86,10789.8,3396.2
20.7031,5.63058,3.23426,33.9658,22.8566,99.9305,22.8566,20.7031,0.043285,0.0248633,0.261112,0.17571,0.768214,0.17571,20.7031,732.435,420.718,4418.33,2973.22,12999.1,2973.22
20.8008,8.80752,13.4647,90.4771,52.2046,210.802,52.2046,20.8008,0.0673898,0.103024,0.692276,0.399438,1.61293,0.399438,20.8008,1151.1,1759.77,11824.9,6822.89,27550.8,6822.89
20.8984,11.7846,23.8128,25.3008,26.6764,104.343,25.3008,20.8984,0.0897471,0.181349,0.192681,0.203158,0.794641,0.192681,20.8984,1547.42,3126.82,3322.21,3502.84,13701.2,3322.21
20.9961,4.57991,16.1355,157.396,32.5835,79.7206,32.5835,20.9961,0.0347167,0.12231,1.1931,0.24699,0.604299,0.24699,20.9961,604.192,2128.63,20764.1,4298.5,10516.9,4298.5
21.0938,15.9355,6.11517,41.4456,7.96709,53.9679,15.9355,21.0938,0.120235,0.0461397,0.312712,0.0601127,0.407195,0.120235,21.0938,2112.03,810.48,5493.03,1055.93,7152.69,2112.03
21.1914,7.34856,9.96746,119.731,57.1747,28.3183,28.3183,21.1914,0.0551902,0.0748592,0.899225,0.429402,0.212681,0.212681,21.1914,978.457,1327.16,15942.2,7612.78,3770.57,3770.57
21.2891,11.7646,34.9842,60.3397,70.4438,122.189,60.3397,21.2891,0.0879512,0.261539,0.451093,0.526631,0.913477,0.451093,21.2891,1573.67,4679.6,8071.22,9422.78,16344.4,8071.22
21.3867,12.3958,34.1717,65.4114,34.2508,129.256,34.2508,21.3867,0.0922464,0.254298,0.486776,0.254886,0.961895,0.254886,21.3867,1665.7,4591.88,8789.77,4602.51,17369,4602.51
21.4844,9.48103,6.96668,73.074,48.7134,96.7365,48.7134,21.4844,0.0702349,0.0516087,0.541328,0.360866,0.716618,0.360866,21.4844,1279.85,940.434,9864.28,6575.84,13058.5,6575.84
21.582,12.9263,16.0041,63.8626,61.9871,81.8962,61.9871,21.582,0.0953242,0.118021,0.47095,0.457119,0.603937,0.457119,21.582,1752.86,2170.21,8660.02,8405.7,11105.4,8405.7
21.6797,9.63371,14.6943,59.3464,64.3246,61.0386,59.3464,21.6797,0.070723,0.107874,0.435674,0.47222,0.448097,0.435674,21.6797,1312.28,2001.62,8084.02,8762.13,8314.53,8084.02
21.7773,18.9911,19.0551,85.0891,39.159,134.829,39.159,21.7773,0.138792,0.13926,0.621855,0.286185,0.985371,0.286185,21.7773,2598.57,2607.33,11642.8,5358.16,18448.8,5358.16
21.875,17.9338,37.7452,56.351,46.1819,191.533,46.1819,21.875,0.13048,0.274621,0.40999,0.336004,1.39352,0.336004,21.875,2464.9,5187.87,7745.14,6347.46,26325.1,6347.46
21.9727,6.81737,18.4789,71.5567,37.315,140.025,37.315,21.9727,0.0493803,0.133849,0.518308,0.270285,1.01425,0.270285,21.9727,941.194,2551.17,9879,5151.65,19331.7,5151.65
22.0703,14.7459,17.4799,74.2558,36.293,89.6986,36.293,22.0703,0.106337,0.126052,0.535478,0.261719,0.646841,0.261719,22.0703,2044.84,2423.97,10297.2,5032.82,12438.7,5032.82
22.168,4.01177,9.8433,74.2456,12.9603,150.256,12.9603,22.168,0.0288025,0.07067,0.533046,0.0930485,1.07877,0.0930485,22.168,558.781,1371.03,10341.3,1805.18,20928.5,1805.18
22.2656,11.7369,6.85449,50.1205,5.912,77.264,11.7369,22.2656,0.0838956,0.048996,0.358262,0.042259,0.552284,0.0838956,22.2656,1641.98,958.936,7011.82,827.083,10809.2,1641.98
22.3633,6.91575,6.74914,67.908,14.7235,209.052,14.7235,22.3633,0.049218,0.0480323,0.483287,0.104784,1.48778,0.104784,22.3633,971.75,948.34,9541.93,2068.84,29374.5,2068.84
22.4609,11.7461,14.6126,102.855,32.3697,115.07,32.3697,22.4609,0.0832309,0.103543,0.728818,0.229367,0.815367,0.229367,22.4609,1657.68,2062.22,14515.6,4568.21,16239.4,4568.21
22.5586,16.0183,35.7756,47.2237,19.5064,44.4034,35.7756,22.5586,0.113012,0.252404,0.333172,0.137621,0.313274,0.252404,22.5586,2270.43,5070.83,6693.48,2764.83,6293.74,5070.83
22.6563,8.98431,0.929242,65.7594,18.3297,121.716,18.3297,22.6563,0.0631127,0.00652771,0.461945,0.128762,0.855026,0.128762,22.6563,1278.95,132.281,9361.07,2609.29,17326.7,2609.29
22.7539,10.9865,30.4879,52.4991,10.5562,106.793,30.4879,22.7539,0.0768464,0.213251,0.367211,0.0738368,0.746978,0.213251,22.7539,1570.71,4358.77,7505.64,1509.19,15267.9,4358.77
22.8516,2.31546,19.9965,71.8492,36.0174,38.1673,36.0174,22.8516,0.0161266,0.13927,0.50041,0.250851,0.265825,0.250851,22.8516,332.455,2871.1,10316.1,5171.4,5480.08,5171.4
22.9492,14.3314,32.5495,19.7242,25.4229,47.2428,25.4229,22.9492,0.0993896,0.225734,0.136789,0.17631,0.327633,0.17631,22.9492,2066.51,4693.45,2844.12,3665.83,6812.13,3665.83
23.0469,17.8342,26.1568,75.8324,24.3537,60.2651,26.1568,23.0469,0.123158,0.180631,0.523677,0.16818,0.416173,0.180631,23.0469,2582.53,3787.71,10981.1,3526.61,8726.86,3787.71
23.1445,18.9781,38.1895,63.5786,29.479,164.462,38.1895,23.1445,0.130504,0.262613,0.437203,0.202714,1.13094,0.262613,23.1445,2759.82,5553.57,9245.69,4286.88,23916.3,5553.57
23.2422,2.11216,41.3713,116.978,30.4348,160.156,41.3713,23.2422,0.0144634,0.283297,0.801025,0.208407,1.09669,0.283297,23.2422,308.449,6041.65,17082.8,4444.54,23388.3,6041.65
23.3398,12.0008,25.7944,26.2393,10.9111,99.0709,25.7944,23.3398,0.081834,0.175893,0.178926,0.0744031,0.675567,0.175893,23.3398,1759.9,3782.72,3847.96,1600.1,14528.6,3782.72
23.4375,15.0892,19.1034,17.1428,37.884,135.511,19.1034,23.4375,0.102465,0.129724,0.11641,0.257255,0.9202,0.129724,23.4375,2222.07,2813.21,2524.49,5578.87,19955.6,2813.21
23.5352,4.81209,42.4789,94.5194,13.3745,100.601,42.4789,23.5352,0.0325415,0.287261,0.639181,0.0904444,0.68031,0.287261,23.5352,711.592,6281.6,13977.1,1977.77,14876.5,6281.6
23.6328,8.00455,26.2236,16.2607,29.3427,60.3592,26.2236,23.6328,0.0539065,0.176603,0.109508,0.197608,0.406489,0.176603,23.6328,1188.59,3893.92,2414.55,4357.08,8962.7,3893.92
23.7305,1.58857,14.6713,57.1924,41.886,163.826,41.886,23.7305,0.0106542,0.098397,0.383576,0.28092,1.09874,0.28092,23.7305,236.861,2187.53,8527.55,6245.33,24426.9,6245.33
23.8281,5.21837,29.7397,81.9358,39.3052,66.4693,39.3052,23.8281,0.034855,0.19864,0.547273,0.262531,0.443968,0.262531,23.8281,781.276,4452.52,12267.1,5884.64,9951.55,5884.64
23.9258,5.86333,22.2062,73.2902,16.815,70.4818,22.2062,23.9258,0.039003,0.147716,0.487529,0.111854,0.468847,0.147716,23.9258,881.434,3338.26,11017.7,2527.8,10595.5,3338.26
24.0234,4.28409,11.1596,50.0153,46.6249,112.984,46.6249,24.0234,0.028382,0.0739324,0.331351,0.308889,0.748516,0.308889,24.0234,646.656,1684.48,7549.5,7037.73,17054.2,7037.73
24.1211,13.6527,30.6815,21.751,22.2121,75.9821,22.2121,24.1211,0.090083,0.202441,0.143517,0.146559,0.501342,0.146559,24.1211,2069.17,4650,3296.53,3366.4,11515.6,3366.4
24.2188,6.48082,19.3619,37.1821,22.1077,141.736,22.1077,24.2188,0.0425891,0.127238,0.244344,0.145282,0.931429,0.145282,24.2188,986.192,2946.31,5658.03,3364.15,21568.1,3364.15
24.3164,1.65056,21.5812,45.6331,16.5952,144.628,21.5812,24.3164,0.0108032,0.141252,0.298676,0.108619,0.946614,0.141252,24.3164,252.18,3297.27,6972.03,2535.5,22096.9,3297.27
24.4141,8.72616,27.1366,32.277,26.3778,27.5723,27.1366,24.4141,0.0568857,0.176903,0.210413,0.171956,0.179743,0.176903,24.4141,1338.58,4162.71,4951.23,4046.3,4229.53,4162.71
24.5117,5.8296,35.7366,59.7204,27.4405,7.04377,27.4405,24.5117,0.0378516,0.232038,0.387765,0.178172,0.0457353,0.178172,24.5117,897.826,5503.86,9197.64,4226.16,1084.82,4226.16
24.6094,2.06648,44.6366,30.0259,25.3853,40.0902,30.0259,24.6094,0.0133644,0.288676,0.194185,0.164173,0.259274,0.194185,24.6094,319.529,6901.95,4642.76,3925.22,6198.96,4642.76
24.707,0.691787,15.6221,41.1627,19.3251,51.3387,19.3251,24.707,0.00445627,0.100632,0.265157,0.124486,0.330708,0.124486,24.707,107.392,2425.15,6390.05,3000,7969.77,3000
24.8047,4.85832,36.1527,34.4743,22.0246,95.0284,34.4743,24.8047,0.0311725,0.231967,0.221199,0.141317,0.609733,0.221199,24.8047,757.181,5634.49,5372.91,3432.58,14810.4,5372.91
24.9023,1.67553,60.0955,52.9532,25.2491,114.437,52.9532,24.9023,0.0107086,0.38408,0.338432,0.161371,0.731385,0.338432,24.9023,262.163,9402.91,8285.37,3950.62,17905.5,8285.37
25,7.11087,21.5345,19.5916,5.53412,70.9872,19.5916,25,0.0452692,0.137093,0.124724,0.0352313,0.451919,0.124724,25,1116.97,3382.63,3077.44,869.297,11150.6,3077.44
25.0977,5.5653,16.6722,39.4082,14.6553,48.618,16.6722,25.0977,0.0352919,0.105726,0.249904,0.0929357,0.308308,0.105726,25.0977,877.61,2629.09,6214.41,2311.05,7666.73,2629.09
25.1953,1.81139,16.991,5.33789,31.753,72.2671,16.991,25.1953,0.0114423,0.107329,0.0337186,0.200579,0.4565,0.107329,25.1953,286.755,2689.79,845.024,5026.72,11440.4,2689.79
25.293,2.95766,23.5959,27.3223,28.0796,47.8314,27.3223,25.293,0.018611,0.148476,0.171925,0.17669,0.300977,0.171925,25.293,470.033,3749.88,4342.08,4462.42,7601.38,4342.08
25.3906,4.07517,12.8291,55.3247,13.3817,58.8285,13.3817,25.3906,0.0255442,0.0804159,0.346789,0.0838802,0.368752,0.0838802,25.3906,650.128,2046.67,8826.17,2134.84,9385.15,2134.84
25.4883,2.37407,9.02256,38.3686,15.6402,92.8285,15.6402,25.4883,0.0148243,0.0563391,0.239582,0.0976613,0.579643,0.0976613,25.4883,380.202,1444.94,6144.63,2504.74,14866.3,2504.74
25.5859,4.28818,34.1507,60.1084,31.6762,30.2982,31.6762,25.5859,0.0266742,0.212432,0.373898,0.197039,0.188467,0.197039,25.5859,689.373,5490.11,9663.09,5092.31,4870.78,5092.31
25.6836,2.17821,33.7458,50.362,26.3989,95.678,33.7458,25.6836,0.0134978,0.209114,0.312081,0.163588,0.592893,0.209114,25.6836,351.508,5445.72,8127.16,4260.12,15440,5445.72
25.7813,2.91727,10.142,44.2298,11.1134,35.9663,11.1134,25.7813,0.0180091,0.0626093,0.273043,0.0686063,0.22203,0.0686063,25.7813,472.563,1642.88,7164.71,1800.24,5826.12,1800.24
25.8789,7.4094,11.4558,61.23,12.9414,115.586,12.9414,25.8789,0.0455677,0.0704531,0.376564,0.0795893,0.710851,0.0795893,25.8789,1204.78,1862.74,9956.11,2104.29,18794.5,2104.29
25.9766,2.94481,14.9685,16.1449,10.0843,119.825,14.9685,25.9766,0.0180424,0.0917097,0.0989177,0.0617853,0.734151,0.0917097,25.9766,480.638,2443.08,2635.1,1645.92,19557.3,2443.08
