Frequency,CHD,BHC,LOK,YTA,LZH,DL2,LAY,WEH,WED,RSH,Vel_AVG,Frequency,CHD,BHC,LOK,YTA,LZH,DL2,LAY,WEH,WED,RSH,Dis_AVG,Frequency,CHD,BHC,LOK,YTA,LZH,DL2,LAY,WEH,WED,RSH,Acc_AVG
14.9414,24.265,27.2144,162.632,55.4201,18.8621,35.5911,27.339,12.1378,56.0601,81.263,31.465,14.9414,0.258469,0.289886,1.73235,0.590331,0.200918,0.379114,0.291213,0.129291,0.597149,0.865609,0.335164,14.9414,2277.99,2554.88,15267.9,5202.81,1770.77,3341.28,2566.58,1139.49,5262.9,7628.94,2953.93
15.0391,22.692,30.3442,95.4208,21.3928,90.3244,41.7709,15.2182,15.3605,10.803,64.2212,26.5181,15.0391,0.240144,0.321126,1.00982,0.226396,0.955882,0.442052,0.161051,0.162557,0.114326,0.679638,0.280635,15.0391,2144.24,2867.32,9016.62,2021.48,8535.04,3947.07,1438.02,1451.47,1020.81,6068.47,2505.78
15.1367,18.1998,44.0732,77.343,84.4864,104.803,26.5204,14.6166,5.84443,43.9838,96.734,44.0285,15.1367,0.191362,0.463408,0.813222,0.888331,1.10195,0.278849,0.153686,0.0614512,0.462467,1.01711,0.462938,15.1367,1730.93,4191.67,7355.84,8035.23,9967.47,2522.27,1390.14,555.845,4183.16,9200.06,4187.41
15.2344,32.4781,57.9108,38.491,88.2241,74.691,8.96134,19.2605,6.61677,36.292,87.1216,37.3915,15.2344,0.339301,0.604999,0.402119,0.921686,0.780304,0.09362,0.201216,0.069126,0.379146,0.910168,0.390633,15.2344,3108.81,5543.24,3684.37,8444.85,7149.45,857.783,1843.62,633.359,3473.89,8339.32,3579.13
15.332,30.5742,15.7597,30.3178,51.6137,43.8447,37.8192,17.7169,5.94267,82.4426,87.9109,34.1967,15.332,0.317377,0.163595,0.314716,0.535779,0.455132,0.392584,0.183911,0.0616882,0.855799,0.912563,0.35498,15.332,2945.33,1518.2,2920.64,4972.15,4223.74,3643.27,1706.74,572.481,7942.02,8468.8,3294.3
15.4297,38.2961,28.8756,65.6655,47.817,82.5602,23.4691,33.5749,3.37609,58.3848,69.003,43.0566,15.4297,0.395019,0.297848,0.67733,0.493226,0.851597,0.24208,0.34632,0.0348238,0.60223,0.711756,0.444122,15.4297,3712.72,2799.42,6366.11,4635.75,8004.02,2275.27,3255,327.303,5660.26,6689.67,4174.23
15.5273,26.2509,64.4876,40.2359,43.9915,4.45395,10.782,33.02,16.6933,30.9544,86.8214,31.9872,15.5273,0.269071,0.660997,0.412417,0.450912,0.0456529,0.110515,0.338455,0.171106,0.317282,0.889917,0.327868,15.5273,2561.07,6291.49,3925.46,4291.87,434.533,1051.9,3221.47,1628.62,3019.95,8470.39,3120.71
15.625,44.6395,59.4138,33.7763,33.6624,40.3875,11.0851,7.37463,10.1684,23.554,176.766,33.7193,15.625,0.454694,0.605184,0.344042,0.342882,0.411383,0.112912,0.0751174,0.103575,0.239919,1.80053,0.343462,15.625,4382.47,5832.94,3315.98,3304.8,3965.03,1088.28,724.003,998.282,2312.41,17354,3310.39
15.7227,35.3173,28.0916,115.237,100.698,53.7312,18.6841,20.477,11.5917,3.77379,114.907,31.7044,15.7227,0.357504,0.284361,1.1665,1.01933,0.543902,0.189133,0.207281,0.117338,0.0382007,1.16316,0.320933,15.7227,3488.93,2775.12,11384,9947.79,5308.02,1845.78,2022.88,1145.12,372.806,11351.4,3132.03
15.8203,18.321,28.454,88.1649,85.3818,62.0284,21.9873,16.7748,22.9944,30.2056,53.0657,29.3298,15.8203,0.184312,0.286252,0.886954,0.858955,0.624016,0.221196,0.168757,0.231327,0.303874,0.53385,0.295063,15.8203,1821.14,2828.38,8763.77,8487.12,6165.75,2185.58,1667.44,2285.69,3002.5,5274.84,2915.44
15.918,9.80592,68.4962,62.956,159.441,49.8983,6.41182,29.7678,15.9949,17.8,72.8275,39.8331,15.918,0.098044,0.684856,0.629462,1.59417,0.498906,0.0641082,0.297632,0.159925,0.177972,0.728162,0.398269,15.918,980.745,6850.69,6296.58,15946.6,4990.61,641.282,2977.25,1599.74,1780.27,7283.88,3983.93
16.0156,28.7965,8.99239,59.199,167.189,55.0121,13.2372,24.0033,12.4049,48.4208,102.538,38.6087,16.0156,0.286165,0.0893617,0.588288,1.66143,0.546681,0.131544,0.238532,0.123273,0.481181,1.01897,0.383673,16.0156,2897.77,904.896,5957.14,16824.1,5535.82,1332.04,2415.43,1248.29,4872.55,10318.3,3885.16
16.1133,30.0424,2.12535,119.475,105.946,98.872,11.353,71.1692,15.8052,107.568,74.2723,72.7207,16.1133,0.296736,0.0209926,1.18009,1.04645,0.976583,0.112136,0.702956,0.156112,1.06248,0.733606,0.718281,16.1133,3041.57,215.176,12096,10726.2,10010.1,1149.41,7205.36,1600.16,10890.5,7519.53,7362.45
16.2109,12.9058,51.9471,70.9967,122.108,71.7112,9.01029,16.2969,4.36519,35.128,43.0235,39.0757,16.2109,0.126706,0.510004,0.697027,1.19883,0.704043,0.0884608,0.159999,0.0428563,0.344878,0.422394,0.383636,16.2109,1314.54,5291.15,7231.46,12437.5,7304.24,917.755,1659.94,444.622,3578.01,4382.22,3980.11
16.3086,6.7367,74.4319,91.106,113.845,33.4172,12.5317,37.7413,13.4704,62.0419,45.9246,41.8329,16.3086,0.0657432,0.726378,0.8891,1.11101,0.326117,0.122296,0.368315,0.131457,0.605465,0.448177,0.408246,16.3086,690.309,7627.03,9335.62,11665.7,3424.25,1284.12,3867.34,1380.31,6357.43,4705.89,4286.62
16.4063,17.8057,38.3049,72.5006,84.5975,77.08,15.4393,19.4732,7.21052,57.6086,52.068,45.1864,16.4063,0.172731,0.371591,0.703319,0.82067,0.747743,0.149775,0.188907,0.0699484,0.558853,0.505105,0.438348,16.4063,1835.48,3948.6,7473.62,8720.61,7945.68,1591.54,2007.37,743.286,5938.49,5367.35,4657.98
16.5039,6.52555,11.1067,91.0991,78.2759,81.5875,24.2624,58.7488,15.2827,5.66341,85.803,41.5056,16.5039,0.062929,0.107107,0.878512,0.754852,0.786787,0.233974,0.566542,0.147378,0.054615,0.827438,0.400258,16.5039,676.681,1151.73,9446.72,8116.99,8460.39,2515.94,6092.08,1584.77,587.28,8897.52,4304.01
16.6016,16.0486,39.5066,24.3189,42.0951,67.2689,3.62117,36.2275,21.7855,10.2514,94.4876,30.2732,16.6016,0.153854,0.37874,0.233139,0.403555,0.64489,0.0347153,0.347303,0.208852,0.098278,0.905828,0.290221,16.6016,1674.04,4120.96,2536.72,4390.97,7016.87,377.727,3778.91,2272.46,1069.34,9856.07,3157.82
16.6992,11.4971,27.7684,111.545,8.67315,89.3362,5.89386,31.0196,19.1891,21.8997,69.4805,24.834,16.6992,0.109576,0.264651,1.0631,0.082661,0.851435,0.0561725,0.295638,0.182885,0.208719,0.662196,0.236685,16.6992,1206.33,2913.58,11703.8,910.024,9373.54,618.409,3254.71,2013.4,2297.81,7290.19,2605.69
16.7969,18.2089,5.66219,17.1251,56.1737,63.3845,7.66815,35.9068,18.0139,22.1117,78.1416,20.1603,16.7969,0.172534,0.0536508,0.162265,0.532261,0.600585,0.0726578,0.340226,0.170687,0.209514,0.740413,0.191024,16.7969,1921.73,597.575,1807.34,5928.46,6689.46,809.281,3789.52,1901.15,2333.62,8246.9,2127.67
16.8945,12.4053,22.2861,27.8895,41.4646,28.8673,5.43848,41.2986,21.2206,13.7138,38.4425,25.0878,16.8945,0.116864,0.209947,0.262733,0.390618,0.271945,0.0512332,0.389053,0.199908,0.129191,0.362148,0.23634,16.8945,1316.84,2365.71,2960.52,4401.53,3064.31,577.303,4383.9,2252.59,1455.74,4080.73,2663.11
16.9922,11.0107,45.416,95.1002,42.2483,70.1563,13.3716,33.3306,4.26203,29.0707,45.7713,37.7894,16.9922,0.10313,0.425383,0.890743,0.395713,0.657109,0.125244,0.312186,0.0399197,0.272286,0.42871,0.35395,16.9922,1175.56,4848.85,10153.4,4510.64,7490.24,1427.62,3558.54,455.036,3103.73,4886.77,4034.59
17.0898,15.396,21.0915,52.3006,113.923,57.0743,8.78502,23.098,7.68524,19.1558,11.987,20.1236,17.0898,0.14338,0.196422,0.487067,1.06095,0.531524,0.0818135,0.215108,0.0715714,0.178394,0.111633,0.187408,17.0898,1653.2,2264.78,5615.97,12232.9,6128.56,943.324,2480.23,825.231,2056.92,1287.15,2160.85
17.1875,40.9738,35.7566,75.6386,130.547,15.5948,5.27929,27.1202,21.8184,33.2518,68.2546,34.5042,17.1875,0.379415,0.331103,0.700407,1.20885,0.144407,0.0488859,0.251131,0.202036,0.307909,0.632032,0.319506,17.1875,4424.86,3861.43,8168.38,14098,1684.12,570.123,2928.77,2356.21,3590.94,7370.96,3726.19
17.2852,15.4398,42.1468,105.845,33.3673,96.6427,9.07886,30.2468,6.32617,37.8041,47.8369,35.5857,17.2852,0.142164,0.388071,0.97458,0.307233,0.889848,0.0835945,0.278501,0.0582489,0.348085,0.440463,0.327659,17.2852,1676.85,4577.39,11495.4,3623.88,10496,986.017,3284.98,687.059,4105.75,5195.37,3864.81
17.3828,9.08257,4.62092,40.3042,96.6869,107.201,12.6942,38.2435,6.33187,22.3087,27.6019,24.9553,17.3828,0.083159,0.0423086,0.36902,0.885254,0.981522,0.116227,0.350153,0.0579738,0.204256,0.25272,0.228488,17.3828,991.994,504.695,4402,10560.1,11708.5,1386.45,4176.93,691.563,2436.54,3014.67,2725.6
17.4805,15.1782,32.8894,21.0648,136.985,159.284,8.67673,22.5883,6.25848,28.2804,122.146,25.4343,17.4805,0.138193,0.299449,0.19179,1.24721,1.45024,0.0789993,0.205661,0.0569817,0.257485,1.1121,0.231573,17.4805,1667.07,3612.34,2313.61,15045.5,17494.7,952.991,2480.94,687.388,3106.12,13415.6,2793.53
17.5781,10.5135,78.9514,44.6559,28.7338,64.0908,13.3973,12.4468,5.95434,15.9064,120.961,22.3201,17.5781,0.0951911,0.714837,0.404321,0.26016,0.580287,0.121301,0.112695,0.0539115,0.144019,1.0952,0.20209,17.5781,1161.18,8719.91,4932.09,3173.55,7078.61,1479.68,1374.71,657.637,1756.81,13359.8,2465.18
17.6758,4.75313,37.3098,36.6261,70.977,99.3615,12.3647,19.6627,4.47736,44.3683,37.1572,36.8916,17.6758,0.0427978,0.335942,0.329786,0.639085,0.894664,0.111334,0.177045,0.0403147,0.399498,0.334568,0.332177,17.6758,527.884,4143.63,4067.7,7882.72,11035.1,1373.23,2183.74,497.257,4927.56,4126.68,4097.19
17.7734,19.72,38.7359,88.4654,68.2306,89.9044,4.9615,19.3967,5.48335,14.8907,18.7884,19.5584,17.7734,0.176586,0.346866,0.792177,0.610982,0.805063,0.0444285,0.173691,0.0491015,0.133341,0.168244,0.175138,17.7734,2202.21,4325.78,9879.27,7619.58,10040,554.07,2166.1,612.347,1662.9,2098.17,2184.16
17.8711,32.1743,30.756,42.2034,99.9152,78.2426,8.02926,21.466,13.2676,13.2771,16.3406,26.111,17.8711,0.286536,0.273904,0.375852,0.889817,0.696806,0.0715064,0.19117,0.118157,0.118242,0.145525,0.232537,17.8711,3612.77,3453.51,4738.91,11219.2,8785.65,901.585,2410.36,1489.78,1490.85,1834.84,2931.94
17.9688,11.9745,39.6514,64.6888,128.715,66.8693,7.5045,47.2293,13.2792,15.1296,90.4208,43.4403,17.9688,0.106062,0.351205,0.57297,1.14007,0.592283,0.0664698,0.418325,0.117618,0.134008,0.800886,0.384765,17.9688,1351.93,4476.68,7303.43,14532.1,7549.61,847.266,5332.23,1499.24,1708.15,10208.6,4904.46
18.0664,3.83572,43.07,62.1063,116.768,82.4166,3.61877,18.9058,11.1592,4.5472,98.5846,30.9879,18.0664,0.0337906,0.379423,0.547122,1.02866,0.726044,0.0318794,0.166549,0.0983067,0.0400583,0.868475,0.272986,18.0664,435.411,4889.08,7049.97,13254.9,9355.49,410.783,2146.08,1266.74,516.174,11190.8,3517.58
18.1641,7.68973,61.1789,47.3095,6.54909,56.2799,17.4638,35.1012,10.7834,18.3932,53.2896,26.7472,18.1641,0.067378,0.536054,0.414529,0.0573837,0.493129,0.153019,0.30756,0.0944849,0.161163,0.466927,0.234361,18.1641,877.615,6982.23,5399.34,747.436,6423.12,1993.11,4006.04,1230.69,2099.18,6081.84,3052.61
18.2617,34.2506,6.30077,32.0024,44.0345,49.8648,8.5397,12.3911,12.327,11.4333,59.0551,22.1967,18.2617,0.298501,0.0549126,0.278908,0.383771,0.434583,0.0744254,0.107991,0.107433,0.0996434,0.514678,0.193449,18.2617,3929.97,722.961,3672.01,5052.6,5721.57,979.86,1421.77,1414.42,1311.87,6776.09,2546.89
18.3594,6.59602,38.9424,35.5631,85.8484,78.7089,7.50265,37.9784,1.12528,12.848,19.5116,27.5373,18.3594,0.05718,0.337586,0.308291,0.744209,0.682317,0.0650395,0.32923,0.00975492,0.111378,0.169144,0.238718,18.3594,760.886,4492.21,4102.39,9903.08,9079.49,865.471,4381.01,129.807,1482.09,2250.77,3176.58
18.457,29.841,49.8787,28.8576,112.551,8.59692,9.54221,45.4061,2.31455,10.1917,10.6076,19.7326,18.457,0.257319,0.430104,0.248839,0.970524,0.0741313,0.0822825,0.391537,0.0199583,0.0878834,0.0914691,0.170154,18.457,3460.63,5784.38,3346.59,13052.4,996.976,1106.6,5265.7,268.416,1181.93,1230.15,2288.37
18.5547,13.3292,46.7075,56.2802,189.129,94.1379,1.11558,18.5274,7.02237,17.1175,55.9335,32.6174,18.5547,0.114333,0.400639,0.48275,1.62227,0.807478,0.00956905,0.158921,0.0602352,0.146827,0.479776,0.27978,18.5547,1553.96,5445.28,6561.29,22049.1,10974.8,130.058,2159.97,818.686,1995.6,6520.87,3802.62
18.6523,14.825,25.6782,79.3922,261.4,135.259,10.3363,46.736,6.63469,5.40238,15.4839,20.5811,18.6523,0.126497,0.219105,0.67743,2.23044,1.15413,0.0881966,0.398785,0.0566119,0.0460969,0.13212,0.175612,18.6523,1737.43,3009.39,9304.46,30635,15851.8,1211.38,5477.28,777.56,633.138,1814.66,2412.02
18.75,15.319,73.5955,38.8376,125.708,200.784,17.4757,1.07727,12.5995,7.99746,41.0483,28.1566,18.75,0.130032,0.624698,0.329663,1.06704,1.70431,0.148338,0.00914416,0.106948,0.0678845,0.348429,0.239001,18.75,1804.73,8670.26,4575.44,14809.6,23654.3,2058.81,126.913,1484.35,942.178,4835.89,3317.12
18.8477,20.0491,69.3764,49.0374,147.596,132.558,16.3044,13.7878,10.2007,12.312,66.7601,34.5432,18.8477,0.1693,0.585834,0.414086,1.24634,1.11936,0.137679,0.116428,0.0861376,0.103966,0.563741,0.291693,18.8477,2374.28,8215.79,5807.17,17478.8,15698,1930.82,1632.8,1208,1458.03,7905.95,4090.72
18.9453,5.34399,49.3518,95.2512,110.861,175.432,10.0458,26.0933,3.68198,14.7192,73.9709,37.7225,18.9453,0.0448935,0.414592,0.800182,0.931314,1.47376,0.0843924,0.219203,0.0309314,0.123653,0.621411,0.316898,18.9453,636.132,5874.68,11338.4,13196.5,20882.8,1195.82,3106.06,438.291,1752.13,8805.27,4490.37
19.043,18.0685,47.9047,54.2936,139.343,16.6069,10.9339,28.2284,10.3763,19.2584,46.1133,23.7434,19.043,0.151011,0.400372,0.453768,1.16458,0.138795,0.0913816,0.235924,0.0867214,0.160956,0.3854,0.19844,19.043,2161.91,5731.82,6496.26,16672.4,1987.02,1308.24,3377.54,1241.52,2304.28,5517.48,2840.91
19.1406,4.55392,66.1719,65.2124,89.8244,124.94,6.16314,24.7681,8.13235,19.5663,14.8416,22.1672,19.1406,0.037866,0.550222,0.542243,0.746893,1.03888,0.0512467,0.205947,0.0676208,0.162695,0.123409,0.184321,19.1406,547.673,7958.1,7842.71,10802.6,15025.8,741.205,2978.71,978.03,2353.13,1784.92,2665.92
19.2383,17.7598,12.9477,72.5206,17.6322,72.359,8.36779,25.1184,15.2954,12.8866,26.1305,17.696,19.2383,0.146924,0.107114,0.59995,0.145868,0.598614,0.0692253,0.2078,0.126536,0.106608,0.216173,0.146396,19.2383,2146.77,1565.09,8766.13,2131.35,8746.59,1011.48,3036.26,1848.88,1557.7,3158.6,2139.06
19.3359,1.96492,15.7045,87.2675,79.3789,46.922,5.49788,2.59666,15.8324,7.67224,14.6112,15.1578,19.3359,0.0161733,0.129264,0.718302,0.653371,0.386217,0.0452533,0.0213732,0.130317,0.0631506,0.120265,0.124765,19.3359,238.72,1907.96,10602.2,9643.84,5700.61,667.944,315.472,1923.5,932.111,1775.13,1841.54
19.4336,3.98784,5.64904,61.0566,138.088,40.8416,3.07481,5.6196,6.40486,14.862,44.235,10.6334,19.4336,0.0326591,0.0462639,0.500034,1.1309,0.33448,0.0251817,0.0460227,0.0524538,0.121715,0.36227,0.0870845,19.4336,486.935,689.776,7455.31,16861.3,4986.96,375.449,686.181,782.065,1814.73,5401.3,1298.39
19.5313,8.62772,1.94485,43.5489,84.888,85.1591,9.37797,37.5873,4.63094,26.3092,39.3564,31.9483,19.5313,0.070305,0.0158481,0.354869,0.691729,0.693939,0.0764186,0.306289,0.0377363,0.214387,0.320705,0.260338,19.5313,1058.78,238.669,5344.26,10417.3,10450.6,1150.85,4612.66,568.302,3228.63,4829.76,3920.64
19.6289,12.2333,9.46138,33.4661,118.387,123.653,7.58197,20.3338,8.21777,26.0955,57.6011,23.2147,19.6289,0.0991898,0.0767147,0.271349,0.959906,1.0026,0.0614761,0.164871,0.0666312,0.211587,0.467041,0.188229,19.6289,1508.76,1166.89,4127.44,14600.9,15250.3,935.1,2507.81,1013.51,3218.41,7104.07,2863.11
19.7266,29.1493,25.6973,80.2552,89.8245,55.3234,1.41647,37.3973,6.2035,12.6845,58.4115,33.2733,19.7266,0.235178,0.207327,0.647503,0.724709,0.446352,0.0114282,0.301724,0.0500502,0.102339,0.471267,0.268451,19.7266,3612.93,3185.07,9947.28,11133.4,6857.1,175.566,4635.24,768.897,1572.19,7239.85,4124.09
19.8242,19.9664,8.97227,97.4428,141.943,94.0003,10.8743,27.3774,11.6581,21.6017,8.41143,20.784,19.8242,0.160296,0.0720321,0.782301,1.13956,0.754664,0.0873025,0.219794,0.093595,0.173425,0.0675296,0.166861,19.8242,2487,1117.58,12137.4,17680.3,11708.6,1354.5,3410.11,1452.13,2690.69,1047.72,2588.84
19.9219,14.3334,3.58012,24.5277,165.155,26.2358,7.44023,13.2659,4.06814,11.6413,50.0382,13.7997,19.9219,0.114509,0.0286014,0.19595,1.31942,0.209597,0.0594397,0.105981,0.0325002,0.0930021,0.399753,0.110245,19.9219,1794.15,448.134,3070.2,20673,3284.01,931.315,1660.53,509.221,1457.18,6263.43,1727.34
20.0195,14.4581,4.20057,32.4008,26.5652,193.991,5.52515,18.1236,9.61402,14.3191,44.2023,16.2909,20.0195,0.114942,0.0333945,0.257586,0.211193,1.54222,0.0439249,0.144082,0.0764313,0.113836,0.351407,0.129512,20.0195,1818.64,528.375,4075.58,3341.54,24401.4,694.989,2279.7,1209.31,1801.15,5560.04,2049.17
20.1172,9.80073,7.99835,7.27571,53.3965,246.484,12.9214,13.881,9.24125,18.603,73.2269,13.4012,20.1172,0.0775374,0.0632781,0.057561,0.42244,1.95003,0.102226,0.109818,0.0731112,0.147175,0.579326,0.106022,20.1172,1238.81,1010.99,919.65,6749.31,31155.6,1633.27,1754.56,1168.09,2351.41,9255.88,1693.91
20.2148,13.4358,6.15188,81.653,172.592,171.758,10.2732,14.4169,0.19811,18.0608,30.6986,16.2388,20.2148,0.105782,0.0484348,0.642868,1.35885,1.35228,0.0808829,0.113507,0.00155975,0.142196,0.241695,0.127851,20.2148,1706.53,781.372,10371,21921.5,21815.6,1304.84,1831.14,25.1626,2293.97,3899.14,2062.55
20.3125,10.4974,8.20184,166.196,28.0911,106.278,10.6798,17.7179,9.1724,20.6414,20.6913,19.1796,20.3125,0.0822503,0.064264,1.3022,0.220103,0.832718,0.0836794,0.138825,0.0718687,0.161732,0.162123,0.150278,20.3125,1339.75,1046.78,21211.1,3585.19,13563.9,1363.03,2261.28,1170.65,2634.4,2640.78,2447.84
20.4102,13.2907,3.09086,100.216,3.45588,77.6465,10.5641,17.3345,5.71599,8.16796,22.4859,11.9274,20.4102,0.103639,0.024102,0.78147,0.0269484,0.605474,0.0823774,0.135171,0.0445723,0.0636923,0.175341,0.093008,20.4102,1704.41,396.375,12851.8,443.185,9957.45,1354.75,2222.99,733.023,1047.47,2883.61,1529.58
20.5078,11.9193,12.1612,26.1257,84.0903,8.51005,6.60363,14.9752,6.27151,15.1962,19.5244,13.5682,20.5078,0.0925019,0.0943797,0.202754,0.6526,0.0660439,0.0512488,0.116218,0.0486713,0.117933,0.151523,0.105299,20.5078,1535.85,1567.03,3366.42,10835.4,1096.56,850.907,1929.63,808.111,1958.1,2515.81,1748.33
20.6055,7.9345,23.6721,49.4185,72.7234,149.331,7.33752,35.5254,2.61602,12.7726,16.2389,19.9555,20.6055,0.0612854,0.182841,0.381705,0.561709,1.15342,0.0566744,0.274396,0.020206,0.0986542,0.125428,0.154135,20.6055,1027.26,3064.78,6398.12,9415.35,19333.6,949.974,4599.41,338.691,1653.64,2102.42,2583.6
20.7031,1.70333,8.29696,48.712,18.2232,112.287,1.32438,37.238,10.8025,15.0235,20.2091,16.6234,20.7031,0.0130943,0.0637828,0.374473,0.140091,0.863206,0.0101812,0.286266,0.0830438,0.115493,0.155357,0.127792,20.7031,221.572,1079.28,6336.53,2370.51,14606.5,172.278,4843.97,1405.2,1954.28,2628.84,2162.39
20.8008,8.64347,6.08893,39.0035,55.4162,179.12,2.59375,12.1433,5.39439,4.44866,12.8929,10.3934,20.8008,0.0661346,0.0465888,0.298431,0.424011,1.37052,0.0198458,0.0929128,0.0412746,0.0340384,0.0986483,0.0795237,20.8008,1129.66,795.793,5097.56,7242.63,23410.1,338.99,1587.06,705.021,581.418,1685.03,1358.36
20.8984,2.3018,13.7954,26.1821,74.1715,146.945,6.31675,26.6169,6.69993,2.32691,19.7901,16.7928,20.8984,0.0175297,0.105061,0.199394,0.564864,1.11908,0.0481061,0.202704,0.0510242,0.0177209,0.150714,0.127888,20.8984,302.247,1811.46,3437.94,9739.37,19295.2,829.444,3495.03,879.759,305.543,2598.61,2205.04
20.9961,11.484,9.42495,63.1406,61.33,195.56,7.25029,14.3328,9.33012,13.7575,38.5788,14.0451,20.9961,0.0870516,0.0714432,0.47862,0.464895,1.48239,0.0549588,0.108646,0.0707243,0.104285,0.292435,0.106465,20.9961,1515,1243.36,8329.66,8090.8,25798.7,956.476,1890.82,1230.85,1814.92,5089.4,1852.87
21.0938,15.7695,11.7053,95.5936,85.699,40.1925,7.53595,8.84323,5.31749,29.5897,22.5119,19.1407,21.0938,0.118983,0.0883176,0.721265,0.64661,0.303257,0.0568597,0.0667232,0.0401211,0.223258,0.169855,0.144419,21.0938,2090.03,1551.37,12669.6,11358.2,5326.95,998.784,1172.05,704.758,3921.7,2983.63,2536.83
21.1914,10.5557,8.70014,29.1304,26.8126,27.7666,3.86926,10.5714,5.31266,8.51961,7.6153,9.62793,21.1914,0.0792771,0.0653411,0.21878,0.201372,0.208537,0.0290595,0.0793952,0.0398999,0.0639852,0.0571936,0.0723091,21.1914,1405.49,1158.42,3878.7,3570.08,3697.11,515.19,1407.58,707.378,1134.38,1013.97,1281.95
21.2891,15.3717,10.3444,70.1006,40.0494,121.557,3.94986,19.1963,4.90151,12.415,22.4196,17.284,21.2891,0.114918,0.0773339,0.524065,0.299405,0.908751,0.0295288,0.14351,0.0366432,0.0928132,0.167606,0.129214,21.2891,2056.17,1383.7,9376.87,5357.13,16259.9,528.346,2567.76,655.641,1660.67,2998.91,2311.96
21.3867,2.59681,4.15041,37.5874,82.1549,137.504,0.764475,17.1818,3.19485,6.77736,13.7556,10.2665,21.3867,0.0193249,0.0308864,0.279717,0.611378,1.02327,0.00568905,0.127863,0.0237753,0.0504356,0.102366,0.0764008,21.3867,348.951,557.719,5050.87,11039.7,18477.4,102.728,2308.84,429.313,910.72,1848.44,1379.58
21.4844,13.1887,10.3939,45.447,24.3527,146.621,2.99858,28.452,4.39487,8.36249,19.142,16.1653,21.4844,0.0977009,0.0769977,0.336668,0.180403,1.08616,0.0222133,0.210771,0.0325569,0.0619488,0.141803,0.119752,21.4844,1780.34,1403.08,6134.9,3287.38,19792.4,404.779,3840.74,593.265,1128.86,2583.99,2182.16
21.582,12.9899,15.8915,13.9775,114.072,155.216,4.90606,23.562,4.69993,3.24169,14.1939,14.0857,21.582,0.0957927,0.117191,0.103076,0.841218,1.14463,0.0361793,0.173756,0.0346593,0.0239055,0.104672,0.103874,21.582,1761.48,2154.95,1895.41,15468.7,21047.9,665.28,3195.1,637.329,439.585,1924.75,1910.08
21.6797,10.7602,3.53251,17.2477,62.7659,66.2237,2.20617,26.6567,3.67532,7.62262,20.7938,14.0039,21.6797,0.0789928,0.0259329,0.126619,0.460777,0.486162,0.0161959,0.195692,0.0269813,0.0559592,0.152651,0.102806,21.6797,1465.73,481.19,2349.44,8549.81,9020.83,300.518,3631.11,500.643,1038.33,2832.48,1907.58
21.7773,17.1975,18.1568,67.9589,27.8686,41.8577,5.67104,17.3777,9.90602,12.8978,15.8331,17.2876,21.7773,0.125684,0.132695,0.496663,0.203671,0.305908,0.0414455,0.127001,0.072396,0.0942604,0.115713,0.126343,21.7773,2353.15,2484.41,9298.89,3813.28,5727.43,775.974,2377.81,1355.45,1764.81,2166.47,2365.48
21.875,19.5888,16.0034,45.0336,15.7131,172.099,1.778,17.7186,10.4225,24.472,4.81838,16.861,21.875,0.142522,0.116435,0.327649,0.114323,1.25213,0.0129361,0.128914,0.0758306,0.17805,0.0350569,0.122675,21.875,2692.38,2199.58,6189.62,2159.69,23654.1,244.377,2435.33,1432.52,3363.54,662.261,2317.45
21.9727,13.9101,10.7622,38.2679,34.8908,138.765,5.16349,31.4888,11.6855,8.35002,8.65575,12.7978,21.9727,0.100755,0.077954,0.277186,0.252725,1.00512,0.0374008,0.228083,0.0846416,0.0604818,0.0626963,0.0926983,21.9727,1920.4,1485.81,5283.2,4816.96,19157.6,712.863,4347.29,1613.28,1152.79,1195,1766.84
22.0703,7.12613,10.5176,84.0384,39.8428,59.0612,6.19027,8.79692,4.33276,10.4499,7.28198,9.62341,22.0703,0.0513884,0.0758452,0.606023,0.287317,0.425906,0.0446397,0.063437,0.0312447,0.075357,0.0525123,0.069397,22.0703,988.194,1458.49,11653.8,5525.07,8190.13,858.416,1219.89,600.832,1449.11,1009.81,1334.5
22.168,12.9014,4.873,13.0213,61.796,97.7987,5.14924,13.6905,5.01626,15.9613,23.8137,13.3559,22.168,0.0926255,0.0349857,0.0934862,0.443665,0.702146,0.0369689,0.0982911,0.0360143,0.114594,0.17097,0.0958886,22.168,1796.97,678.739,1813.67,8607.29,13621.9,717.214,1906.89,698.693,2223.18,3316.9,1860.28
22.2656,7.07674,15.9792,19.475,16.7977,164,2.8587,25.7664,0.875812,13.1714,12.3433,14.5753,22.2656,0.0505846,0.114219,0.139208,0.12007,1.17227,0.020434,0.184179,0.00626032,0.0941493,0.0882301,0.104184,22.2656,990.029,2235.47,2724.54,2349.98,22943.4,399.93,3604.7,122.525,1842.67,1726.82,2039.07
22.3633,18.0245,10.3984,49.9988,62.2365,84.1049,7.81817,38.7007,4.69009,10.3933,20.4371,19.2308,22.3633,0.128277,0.0740035,0.355831,0.442925,0.598557,0.0556403,0.275425,0.0333784,0.0739667,0.145447,0.136862,22.3633,2532.67,1461.11,7025.46,8745.01,11817.8,1098.55,5437.94,659.017,1460.38,2871.67,2702.17
