Frequency,CHD,BHC,LOK,YTA,LZH,DL2,LAY,WEH,WED,RSH,Vel_AVG,Frequency,CHD,BHC,LOK,YTA,LZH,DL2,LAY,WEH,WED,RSH,Dis_AVG,Frequency,CHD,BHC,LOK,YTA,LZH,DL2,LAY,WEH,WED,RSH,Acc_AVG
7.22656,131.627,194.855,207.14,906.397,92.0782,51.4101,71.1116,94.7847,433.251,387.538,163.241,7.22656,2.89891,4.29142,4.56196,19.9621,2.02789,1.13224,1.56613,2.0875,9.54175,8.53498,3.59516,7.22656,5976.65,8847.57,9405.35,41155.7,4180.89,2334.32,3228.88,4303.78,19672.1,17596.5,7412.11
7.32422,171.098,154.327,227.739,301.309,245.516,96.2426,219.682,28.1392,251.291,559.675,223.71,7.32422,3.71794,3.35352,4.94875,6.54744,5.33505,2.09135,4.77368,0.611463,5.46055,12.1617,4.86122,7.32422,7873.82,7102.05,10480.4,13866.1,11298.5,4429.03,10109.6,1294.95,11564.3,25755.9,10295
7.42188,309.701,19.4934,56.4152,347.919,549.419,29.2691,215.825,41.4192,290.406,480.56,253.116,7.42188,6.64124,0.418016,1.20977,7.46078,11.7818,0.627648,4.62815,0.888194,6.22749,10.3051,5.42782,7.42188,14442.3,909.034,2630.81,16224.5,25621.1,1364.91,10064.6,1931.5,13542.5,22409.9,11803.5
7.51953,132.845,11.8531,120.31,222.055,250.452,141.38,74.9702,35.0205,377.94,413.79,137.113,7.51953,2.81173,0.250878,2.54643,4.69992,5.30094,2.99239,1.58678,0.741228,7.99931,8.75809,2.90206,7.51953,6276.47,560.02,5684.24,10491.4,11833,6679.74,3542.09,1654.6,17856.4,19550.2,6478.11
7.61719,209.51,30.4777,231.027,220.758,335.43,55.3171,103.591,57.9326,285.215,261.453,215.134,7.61719,4.37754,0.636806,4.82711,4.61256,7.00853,1.15581,2.16446,1.21045,5.95933,5.46285,4.49505,7.61719,10027.2,1458.67,11057,10565.5,16053.7,2647.49,4957.91,2772.66,13650.4,12513.2,10296.3
7.71484,320.591,151.376,71.133,487.503,109.213,58.6824,181.927,101.052,196.621,234.229,166.652,7.71484,6.6137,3.12285,1.46745,10.057,2.25303,1.2106,3.7531,2.08467,4.05623,4.83207,3.43797,7.71484,15540.3,7337.78,3448.09,23631.1,5293.97,2844.56,8818.69,4898.38,9530.95,11354,8078.24
7.8125,234.404,140.393,273.661,225.526,249.464,46.8559,153.65,57.5226,239.767,440.556,229.965,7.8125,4.77524,2.86006,5.57497,4.59439,5.08204,0.954541,3.13013,1.17184,4.88448,8.97493,4.68481,7.8125,11506.3,6891.51,13433.3,11070.5,12245.5,2300.03,7542.27,2823.63,11769.5,21625.7,11288.4
7.91016,135.83,95.4351,46.6846,262.104,179.277,55.7254,137.008,69.6791,323.467,449.441,136.419,7.91016,2.73294,1.92019,0.93931,5.27361,3.60712,1.12121,2.75665,1.40197,6.50826,9.04289,2.7448,7.91016,6750.88,4743.22,2320.27,13026.8,8910.26,2769.61,6809.44,3463.12,16076.6,22337.6,6780.16
8.00781,121.666,55.6015,127.481,352.525,245.577,85.927,142.486,22.9114,219.198,487.914,134.984,8.00781,2.4181,1.10508,2.53369,7.00642,4.88083,1.7078,2.83191,0.455362,4.35655,9.69727,2.6828,8.00781,6121.56,2797.57,6414.17,17737.1,12356.1,4323.38,7169.13,1152.77,11028.9,24549.2,6791.65
8.10547,51.8088,28.8243,137.796,73.9044,182.842,24.556,270.581,99.4478,156.844,104.97,102.209,8.10547,1.01729,0.565979,2.70569,1.45115,3.5902,0.48217,5.313,1.95271,3.07971,2.06114,2.00692,8.10547,2638.53,1467.97,7017.69,3763.82,9311.82,1250.59,13780.2,5064.69,7987.77,5345.94,5205.31
8.20313,179.384,92.6961,225.526,121.383,313.734,31.5153,234.796,124.509,415.843,65.3162,151.947,8.20313,3.48037,1.79847,4.3756,2.35504,6.08698,0.611452,4.55546,2.4157,8.06807,1.26725,2.94803,8.20313,9245.78,4777.72,11624,6256.29,16170.4,1624.35,12101.8,6417.42,21433.3,3366.51,7831.6
8.30078,258.855,63.1401,198.911,319.416,452.23,98.0392,158.912,105.446,297.803,129.455,178.912,8.30078,4.96314,1.21062,3.81382,6.12433,8.67082,1.87975,3.0469,2.02177,5.70993,2.4821,3.43036,8.30078,13500.6,3293.1,10374.3,16659.3,23586.2,5113.27,8288.13,5499.57,15532,6751.75,9331.21
8.39844,67.8162,74.7337,42.9692,274.931,352.847,68.9726,15.5023,29.6581,172.375,213.148,71.8531,8.39844,1.28515,1.41624,0.81429,5.2101,6.68664,1.30707,0.293777,0.562037,3.26659,4.03927,1.36166,8.39844,3578.59,3943.62,2267.44,14507.8,18619.4,3639.61,818.04,1565.03,9096.02,11247.6,3791.61
8.49609,151.096,82.2306,97.5072,137.412,302.438,33.8998,69.1132,24.1366,213.251,371.262,117.46,8.49609,2.83043,1.5404,1.82657,2.5741,5.66549,0.635035,1.29468,0.452143,3.99477,6.95476,2.20034,8.49609,8065.87,4389.68,5205.18,7335.4,16144.9,1809.66,3689.44,1288.47,11383.9,19818.9,6270.29
8.59375,158.28,28.7565,89.679,182.101,300.399,46.1611,225.705,39.6981,354.352,240.402,170.191,8.59375,2.93133,0.532565,1.66084,3.37248,5.56334,0.854896,4.18002,0.735204,6.56254,4.45221,3.1519,8.59375,8546.52,1552.74,4842.32,9832.75,16220.4,2492.52,12187.2,2143.55,19133.6,12980.8,9189.63
8.69141,172.958,102.94,274.987,167.832,114.89,60.9554,178.609,40.9431,107.291,93.7163,111.09,8.69141,3.16717,1.88501,5.03549,3.07329,2.10383,1.1162,3.27064,0.74974,1.96469,1.71611,2.03426,8.69141,9445.19,5621.53,15016.9,9165.24,6274.1,3328.76,9753.78,2235.89,5859.13,5117.82,6066.62
8.78906,90.2298,55.5172,111.57,202.007,154.558,40.7092,159.654,66.3836,469.472,213.929,133.064,8.78906,1.63391,1.00532,2.02035,3.65801,2.79878,0.737173,2.89106,1.20209,8.50134,3.8739,2.40956,8.78906,4982.79,3065.84,6161.28,11155.5,8535.2,2248.09,8816.62,3665.92,25925.8,11813.9,7348.24
8.88672,52.3587,28.4073,110.816,60.9273,205.5,17.5761,114.941,99.796,208.117,202.825,105.306,8.88672,0.937708,0.508756,1.98463,1.09117,3.68036,0.314775,2.05851,1.78728,3.72722,3.63245,1.88596,8.88672,2923.55,1586.18,6187.61,3401.99,11474.5,981.392,6417.93,5572.3,11620.6,11325.1,5879.95
8.98438,130.214,51.2032,143.761,111.386,157.191,76.57,127.039,51.9567,54.5968,94.345,102.865,8.98438,2.3067,0.907047,2.54668,1.97316,2.78457,1.35641,2.25044,0.920394,0.967163,1.67129,1.82223,8.98438,7350.67,2890.45,8115.41,6287.8,8873.49,4322.41,7171.39,2932.98,3082.02,5325.82,5806.81
9.08203,185.135,60.712,167.478,111.341,210.054,24.1851,197.678,45.675,280.92,161.644,164.561,9.08203,3.24434,1.06393,2.93491,1.95115,3.68102,0.423824,3.46414,0.800415,4.92289,2.83268,2.88379,9.08203,10564.6,3464.47,9556.98,6353.55,11986.5,1380.1,11280.3,2606.4,16030.5,9224.07,9390.53
9.17969,195.489,52.4564,220.11,126.858,87.5477,23.5018,296.254,17.1127,270.31,133.12,129.989,9.17969,3.38934,0.909475,3.8162,2.19944,1.51788,0.407467,5.13637,0.296695,4.68656,2.308,2.25372,9.17969,11275.4,3025.56,12695.4,7316.9,5049.55,1355.53,17087.2,987.02,15590.9,7678.04,7497.47
9.27734,217.574,65.1455,299.757,266.075,98.3743,28.9355,180.886,120.771,116.968,105.475,118.869,9.27734,3.73254,1.11759,5.1424,4.56457,1.68763,0.496395,3.10313,2.07185,2.00662,1.80945,2.03923,9.27734,12682.7,3797.41,17473.2,15509.8,5734.36,1686.69,10544.1,7039.88,6818.22,6148.27,6929.05
9.375,224.085,49.7782,190.579,128.601,88.7696,57.2781,92.4034,23.4041,117.312,98.8983,95.6509,9.375,3.80418,0.845061,3.23537,2.18319,1.507,0.972383,1.56869,0.397321,1.99155,1.67895,1.62382,9.375,13199.7,2932.18,11226,7575.21,5228.96,3373.96,5443.01,1378.62,6910.24,5825.59,5634.3
9.47266,214.975,54.0916,113.723,373.746,249.705,15.6998,133.746,60.0465,195.982,334.712,164.864,9.47266,3.6119,0.908821,1.91071,6.2795,4.19542,0.263781,2.24713,1.00887,3.29279,5.62367,2.76996,9.47266,12795,3219.45,6768.6,22244.8,14862.1,934.43,7960.35,3573.87,11664.5,19921.6,9812.44
9.57031,108.538,149.759,124.254,251.556,321.043,43.1695,266.175,89.3643,190.969,360.888,170.364,9.57031,1.80499,2.49051,2.06635,4.18339,5.33896,0.717911,4.4265,1.48613,3.17583,6.00159,2.83317,9.57031,6526.61,9005.34,7471.63,15126.5,19305,2595.87,16005.6,5373.66,11483.4,21700.9,10244.4
9.66797,153.137,86.3967,135.92,202.827,383.09,14.7305,318.597,76.6228,81.3761,318.997,144.528,9.66797,2.52096,1.42227,2.23752,3.33895,6.30646,0.242494,5.24477,1.26137,1.33962,5.25135,2.37924,9.66797,9302.43,5248.22,8256.52,12320.8,23271,894.812,19353.4,4654.5,4943.24,19377.7,8779.48
9.76563,171.569,105.904,88.7128,189.633,232.339,27.857,356.556,26.4002,130.453,242.808,151.011,9.76563,2.79614,1.72597,1.44579,3.09054,3.78654,0.453998,5.81096,0.430257,2.12605,3.95715,2.4611,9.76563,10527.4,6498.2,5443.35,11635.7,14256.2,1709.28,21878,1619.9,8004.49,14898.5,9265.92
9.86328,158.864,91.7961,64.2752,285.137,131.424,28.3326,369.644,58.0931,163.867,98.458,114.941,9.86328,2.56344,1.48123,1.03715,4.601,2.12068,0.457178,5.96462,0.937397,2.64417,1.58873,1.8547,9.86328,9845.23,5688.86,3983.32,17670.7,8144.74,1755.85,22907.9,3600.2,10155.3,6101.72,7123.23
9.96094,180.169,47.322,268.663,126.405,265.036,23.1914,254.778,50.7744,35.5747,297.465,153.287,9.96094,2.87873,0.756106,4.29267,2.01969,4.23472,0.37055,4.07081,0.811269,0.568409,4.75287,2.44921,9.96094,11276.2,2961.71,16814.6,7911.26,16587.6,1451.47,15945.6,3177.79,2226.49,18617.3,9593.71
10.0586,158.834,98.5747,256.414,156.895,438.154,52.3475,162.147,67.9662,254.713,114.575,157.865,10.0586,2.5132,1.55973,4.05718,2.48252,6.93282,0.828283,2.56561,1.07541,4.03027,1.8129,2.49786,10.0586,10038.3,6229.92,16205.4,9915.77,27691.3,3308.36,10247.7,4295.46,16097.9,7241.16,9977.05
10.1563,153.002,48.4567,231.717,140.112,261.296,20.4466,190.889,63.2033,340.516,381.694,171.945,10.1563,2.39764,0.759348,3.63116,2.19564,4.09467,0.320411,2.99135,0.990436,5.33611,5.98138,2.69449,10.1563,9763.61,3092.2,14786.7,8941.04,16674.2,1304.77,12181.3,4033.23,21729.6,24357.2,10972.5
10.2539,152.451,68.7575,72.2222,160.639,125.05,63.7561,108.143,59.3072,348.179,490.628,116.597,10.2539,2.36626,1.06721,1.12099,2.49334,1.94095,0.989584,1.67853,0.920531,5.40423,7.61523,1.80974,10.2539,9822.02,4429.85,4653.07,10349.5,8056.62,4107.63,6967.37,3821,22432.2,31609.8,7512
10.3516,147.59,15.8336,133.273,282.144,218.446,31.7256,33.2377,38.0303,195.64,383.701,140.431,10.3516,2.26919,0.243441,2.04907,4.33796,3.35859,0.487781,0.511029,0.584715,3.00796,5.89939,2.15913,10.3516,9599.36,1029.83,8668.18,18350.9,14207.9,2063.46,2161.81,2473.52,12724.6,24956.2,9133.77
10.4492,122.932,69.4756,148.401,174.836,206.491,17.268,180.058,8.99769,195.233,172.172,160.287,10.4492,1.87241,1.0582,2.26033,2.66297,3.14512,0.263014,2.74251,0.137046,2.97364,2.62241,2.44137,10.4492,8071.02,4561.38,9743.15,11478.7,13557,1133.72,11821.6,590.738,12817.9,11303.9,10523.5
10.5469,45.7185,16.7671,128.26,42.8607,56.2809,33.0407,104.917,11.8673,116.093,205.23,50.9997,10.5469,0.689903,0.25302,1.93547,0.646778,0.849293,0.498593,1.58323,0.17908,1.75188,3.09698,0.769598,10.5469,3029.67,1111.12,8499.53,2840.29,3729.62,2189.54,6952.66,786.419,7693.28,13600.2,3379.65
10.6445,34.2141,65.4861,164.756,89.2391,87.4725,31.4165,217.227,27.9983,33.2347,199.422,76.4793,10.6445,0.511563,0.979135,2.4634,1.33429,1.30787,0.469733,3.24793,0.418625,0.496919,2.98171,1.1435,10.6445,2288.29,4379.81,11019.1,5968.45,5850.3,2101.18,14528.5,1872.57,2222.79,13337.6,5115.06
10.7422,39.316,30.5667,222.375,107.652,251.558,32.9907,146.17,20.4005,77.2667,193.998,92.4593,10.7422,0.582501,0.452873,3.29469,1.59496,3.72705,0.488786,2.16564,0.302251,1.14477,2.87426,1.36987,10.7422,2653.64,2063.11,15009.3,7265.99,16978.9,2226.71,9865.77,1376.93,5215.13,13093.9,6240.56
10.8398,13.06,35.3553,103.194,83.8494,201.186,17.5733,206.36,11.7978,95.9905,179.333,89.92,10.8398,0.191752,0.519101,1.51513,1.23111,2.9539,0.258018,3.02985,0.17322,1.40937,2.63305,1.32024,10.8398,889.499,2408.01,7028.39,5710.88,13702.5,1196.89,14054.9,803.533,6537.79,12214.2,6124.34
10.9375,40.1372,111.637,37.4292,62.7388,128.362,32.3896,60.986,29.4328,104.768,311.641,61.8624,10.9375,0.584048,1.62447,0.544644,0.912932,1.86783,0.471311,0.887426,0.428285,1.52451,4.53478,0.900179,10.9375,2758.32,7671.98,2572.23,4311.56,8821.31,2225.89,4191.1,2022.69,7199.87,21416.7,4251.33
11.0352,100.007,90.3447,61.6638,44.5464,89.0592,21.8466,75.6334,24.1604,72.4191,55.4561,67.0414,11.0352,1.44235,1.303,0.889348,0.642472,1.28446,0.315083,1.09083,0.348455,1.04447,0.799817,0.966907,11.0352,6934.07,6264.14,4275.52,3088.67,6175.01,1514.75,5244.12,1675.19,5021.24,3845.1,4648.38
11.1328,103.673,78.9707,53.3242,68.257,307.664,33.6328,22.2299,19.2127,199.302,69.8517,69.0544,11.1328,1.48211,1.12897,0.762324,0.975804,4.39837,0.480815,0.317799,0.274666,2.84923,0.998601,0.987203,11.1328,7251.88,5523.97,3730,4774.55,21520.9,2352.6,1554.97,1343.92,13941.1,4886.09,4830.32
11.2305,50.5701,65.3722,61.7458,126.482,67.0097,11.2307,77.8425,28.3259,82.9712,147.958,66.191,11.2305,0.716665,0.926436,0.875043,1.79246,0.949642,0.159158,1.10316,0.401427,1.17584,2.09682,0.938039,11.2305,3568.39,4612.87,4356.97,8924.96,4728.41,792.471,5492.81,1998.76,5854.71,10440.4,4670.64
11.3281,50.2506,51.5724,115.206,243.628,157.454,43.9156,48.2512,18.8633,125.788,99.1613,75.3668,11.3281,0.705997,0.724568,1.6186,3.42286,2.21215,0.616994,0.677907,0.26502,1.76726,1.39317,1.05887,11.3281,3576.67,3670.75,8200.02,17340.7,11207,3125.77,3434.36,1342.63,8953.16,7057.97,5364.36
11.4258,44.4363,78.589,239.465,152.269,241.109,26.6754,25.5138,16.0076,111.25,110.21,94.3993,11.4258,0.618974,1.0947,3.33562,2.12103,3.35852,0.371575,0.355393,0.222977,1.54966,1.53516,1.31493,11.4258,3190.1,5641.93,17191.3,10931.5,17309.3,1915.04,1831.64,1149.19,7986.69,7911.98,6776.95
11.5234,23.2256,36.6945,158.615,126.669,246.074,15.8725,93.9511,8.00811,188.362,184.079,110.31,11.5234,0.320779,0.506803,2.1907,1.74948,3.39863,0.219222,1.2976,0.110603,2.60155,2.54239,1.52354,11.5234,1681.63,2656.83,11484.3,9171.36,17816.7,1149.23,6802.42,579.819,13638.2,13328,7986.89
11.6211,25.0628,27.0582,164.976,153.639,334.635,27.7192,85.062,23.6918,77.1788,316.275,81.1204,11.6211,0.343243,0.370571,2.25941,2.10414,4.58295,0.379624,1.16495,0.324467,1.05699,4.3315,1.11097,11.6211,1830.02,1975.72,12046.2,11218.3,24434.2,2023.99,6211.01,1729.91,5635.4,23093.6,5923.21
11.7188,25.9234,41.7266,274.132,49.9268,161.06,29.9721,52.4191,28.68,45.8813,378.278,47.904,11.7188,0.352072,0.566699,3.72305,0.678067,2.18739,0.407057,0.711916,0.38951,0.623124,5.13747,0.650595,11.7188,1908.77,3072.38,20184.6,3676.16,11859,2206.88,3859.68,2111.74,3378.29,27853,3527.23
11.8164,19.5558,13.289,134.65,65.4588,49.1512,18.9235,37.0735,30.6192,64.7739,354.253,43.1124,11.8164,0.263397,0.17899,1.8136,0.881664,0.662017,0.25488,0.499342,0.412409,0.872439,4.77142,0.58068,11.8164,1451.91,986.64,9997.05,4859.97,3649.22,1404.97,2752.51,2273.31,4809.12,26301.4,3200.86
11.9141,38.8644,29.786,122.341,89.2541,176.425,31.1985,16.5831,9.60129,118.825,305.258,64.0593,11.9141,0.519174,0.397898,1.6343,1.19231,2.35679,0.416767,0.221526,0.12826,1.58733,4.07781,0.855741,11.9141,2909.33,2229.72,9158.23,6681.41,13206.9,2335.46,1241.38,718.736,8895.01,22851.1,4795.37
12.0117,32.3358,31.4497,90.0755,58.8401,273.837,39.7197,124.216,22.623,58.5582,184.618,58.6991,12.0117,0.428449,0.416707,1.1935,0.77963,3.62834,0.526285,1.64586,0.299754,0.775894,2.44619,0.777762,12.0117,2440.44,2373.57,6798.16,4440.77,20667,2997.72,9374.8,1707.4,4419.49,13933.5,4430.13
12.1094,19.534,35.9308,201.054,53.486,282.688,6.39389,109.099,21.6476,27.2126,169.524,44.7084,12.1094,0.256738,0.472243,2.64247,0.702973,3.7154,0.0840357,1.43389,0.284518,0.357658,2.22807,0.587608,12.1094,1486.25,2733.81,15297.3,4069.5,21508.4,486.482,8300.81,1647.07,2070.48,12898.3,3401.66
12.207,40.2628,66.2098,154.757,35.4762,118.314,19.0656,88.2777,35.1958,179.802,50.791,58.5004,12.207,0.524946,0.863241,2.01772,0.462537,1.54257,0.248576,1.15096,0.458882,2.34425,0.662212,0.762726,12.207,3088.12,5078.22,11869.7,2720.99,9074.54,1462.31,6770.82,2699.48,13790.6,3895.62,4486.92
12.3047,41.8743,79.9981,163.09,20.0988,75.4118,42.1916,47.2155,15.8292,149.325,91.8427,61.3136,12.3047,0.541623,1.03474,2.10949,0.259968,0.975413,0.545727,0.610709,0.204742,1.93145,1.18794,0.793061,12.3047,3237.41,6184.87,12608.9,1553.89,5830.28,3261.94,3650.36,1223.79,11544.7,7100.6,4740.32
12.4023,43.0631,27.8095,181.316,81.1046,65.3394,8.00654,134.672,30.3376,138.99,28.2153,54.2012,12.4023,0.552613,0.356869,2.32676,1.04079,0.838478,0.102745,1.7282,0.389312,1.78361,0.362078,0.695546,12.4023,3355.74,2167.09,14129.3,6320.18,5091.65,623.92,10494.5,2364.09,10831,2198.72,4223.7
12.5,68.4268,22.8342,195.536,83.8732,55.5671,26.5686,49.6729,10.3125,105.615,108.137,61.997,12.5,0.871237,0.290735,2.48965,1.06791,0.707502,0.338282,0.632455,0.131302,1.34473,1.37684,0.78937,12.5,5374.23,1793.4,15357.4,6587.38,4364.23,2086.69,3901.3,809.938,8294.99,8493.04,4869.23
12.5977,108.448,36.5393,92.1077,19.9846,78.6206,28.402,113.608,18.2123,147.103,81.6731,80.1469,12.5977,1.3701,0.461626,1.16366,0.252479,0.993269,0.358822,1.43528,0.230089,1.85846,1.03183,1.01255,12.5977,8584.03,2892.21,7290.63,1581.85,6223.09,2248.11,8992.43,1441.57,11643.7,6464.7,6343.9
12.6953,93.4786,16.7168,94.8368,26.372,70.2027,13.8091,49.2875,11.4563,80.6205,45.8731,47.5803,12.6953,1.1719,0.209571,1.18892,0.330613,0.880097,0.173118,0.617893,0.143622,1.0107,0.575089,0.596491,12.6953,7456.5,1333.45,7564.85,2103.62,5599.86,1101.51,3931.52,913.837,6430.85,3659.16,3795.34
12.793,95.5417,40.4922,169.504,94.3415,84.8545,18.9157,18.584,12.3677,52.4787,87.5084,68.6666,12.793,1.18862,0.503756,2.10877,1.17368,1.05566,0.235327,0.2312,0.153864,0.652878,1.08868,0.854269,12.793,7679.7,3254.79,13624.8,7583.22,6820.66,1520.46,1493.8,994.123,4218.27,7033.98,5519.46
12.8906,69.3892,22.5392,93.2241,61.5651,27.3429,11.63,96.5953,4.25327,9.16013,112.714,44.454,12.8906,0.856718,0.278282,1.151,0.760118,0.33759,0.143591,1.19262,0.0525132,0.113096,1.39163,0.548854,12.8906,5620.12,1825.55,7550.61,4986.42,2214.61,941.964,7823.66,344.49,741.918,9129.2,3600.51
12.9883,49.7089,31.4813,98.8816,141.148,67.553,15.726,46.6869,12.9369,123.874,93.4015,58.631,12.9883,0.60912,0.385763,1.21167,1.72959,0.827776,0.192702,0.572089,0.158525,1.51791,1.14452,0.718448,12.9883,4056.64,2569.12,8069.5,11518.8,5512.85,1283.37,3810.01,1055.75,10109,7622.29,4784.74
13.0859,23.5811,9.97112,115.824,76.366,15.3191,11.165,37.311,8.22782,72.1438,139.077,30.4461,13.0859,0.2868,0.121272,1.40869,0.928785,0.186315,0.135792,0.453788,0.100069,0.877434,1.69149,0.370294,13.0859,1938.87,819.839,9523.23,6278.91,1259.55,918.003,3067.76,676.503,5931.77,11435.1,2503.32
13.1836,50.2151,28.5555,139.603,147.472,62.165,13.4071,51.3315,7.70918,88.9471,41.096,50.7733,13.1836,0.606207,0.344728,1.68531,1.78031,0.750469,0.161853,0.619684,0.0930667,1.07379,0.496119,0.612946,13.1836,4159.57,2365.4,11564,12215.8,5149.44,1110.58,4252.05,638.589,7367.93,3404.19,4205.81
13.2813,48.2536,51.5374,175.349,124.588,88.06,8.93114,64.617,8.30272,138.103,58.9531,61.785,13.2813,0.578244,0.617595,2.10129,1.49299,1.05526,0.107026,0.774333,0.099495,1.65495,0.70646,0.740397,13.2813,4026.69,4300.72,14632.6,10396.7,7348.48,745.291,5392.19,692.85,11524.5,4919.55,5155.87
13.3789,25.1618,20.9931,129.616,53.3808,52.9621,14.2241,76.2689,8.64349,133.041,73.168,53.1715,13.3789,0.299323,0.249733,1.5419,0.635016,0.630036,0.169209,0.907292,0.102823,1.58265,0.870403,0.632526,13.3789,2115.15,1764.72,10895.8,4487.31,4452.11,1195.71,6411.33,726.59,11183.7,6150.65,4469.71
13.4766,17.4898,42.647,216.815,118.797,197.759,19.0925,59.6568,19.0653,64.4743,75.195,62.0655,13.4766,0.20655,0.503651,2.56053,1.40297,2.33549,0.225477,0.704532,0.225157,0.761425,0.888035,0.732979,13.4766,1480.96,3611.17,18359,10059.2,16745.4,1616.67,5051.48,1614.37,5459.41,6367.19,5255.44
13.5742,22.733,4.69975,168.178,93.2631,183.559,7.60141,66.6458,9.22033,108.717,120.008,79.9544,13.5742,0.26654,0.0551036,1.97186,1.09349,2.1522,0.0891249,0.781409,0.108106,1.27469,1.40707,0.93745,13.5742,1938.88,400.838,14343.8,7954.34,15655.6,648.319,5684.18,786.396,9272.42,10235.4,6819.26
13.6719,13.0054,17.9068,107.323,72.8824,46.7144,14.9557,38.1021,7.30582,92.0237,41.319,39.7105,13.6719,0.151396,0.208454,1.24935,0.848428,0.543805,0.1741,0.443548,0.0850473,1.07125,0.480996,0.462272,13.6719,1117.2,1538.25,9219.33,6260.81,4012.9,1284.73,3273.08,627.591,7905.11,3549.42,3411.25
13.7695,5.81819,51.7674,115.95,64.9782,46.764,24.8658,47.2847,18.7637,71.5545,83.1869,49.526,13.7695,0.0672495,0.598352,1.34021,0.75105,0.540522,0.287411,0.54654,0.21688,0.827062,0.961514,0.572446,13.7695,503.37,4478.73,10031.6,5621.69,4045.86,2151.3,4090.91,1623.37,6190.64,7197.04,4284.82
13.8672,10.2147,18.9545,158.095,79.9573,27.0935,12.2413,26.3274,16.9332,41.3864,81.7079,26.7104,13.8672,0.117235,0.217542,1.81447,0.917677,0.310954,0.140494,0.302162,0.194344,0.474995,0.937769,0.306558,13.8672,890.005,1651.51,13774.8,6966.69,2360.66,1066.58,2293.91,1475.39,3606,7119.22,2327.28
13.9648,19.3717,13.6225,48.1636,88.305,35.1456,35.6522,37.754,5.68798,47.5055,128.815,36.7031,13.9648,0.220776,0.155253,0.548912,1.0064,0.400548,0.406322,0.430276,0.0648249,0.541412,1.46809,0.418299,13.9648,1699.74,1195.29,4226.05,7748.21,3083.8,3128.26,3312.67,499.084,4168.31,11302.7,3220.47
14.0625,20.8029,20.4344,140.113,64.047,67.4794,13.1351,62.8023,10.582,70.3998,87.7737,63.4246,14.0625,0.23544,0.23127,1.58575,0.724863,0.763711,0.148659,0.710776,0.119764,0.796763,0.993395,0.71782,14.0625,1838.08,1805.52,12380,5659.02,5962.3,1160.58,5549.04,934.995,6220.33,7755.45,5604.03
14.1602,13.774,27.3183,96.2658,80.3358,18.4625,13.9842,41.1369,7.3083,47.0881,20.3013,23.8098,14.1602,0.154815,0.307048,1.08199,0.902945,0.207512,0.157177,0.462364,0.0821426,0.529252,0.228179,0.267613,14.1602,1225.49,2430.53,8564.85,7147.55,1642.63,1244.18,3659.99,650.226,4189.47,1806.23,2118.38
14.2578,15.2488,39.15,34.2254,58.8959,11.7218,27.8176,9.38936,8.6299,27.334,83.9622,27.5758,14.2578,0.170217,0.437017,0.382046,0.657434,0.130847,0.310519,0.10481,0.0963326,0.30512,0.93724,0.307819,14.2578,1366.05,3507.23,3066.06,5276.16,1050.1,2492.03,841.141,773.105,2448.7,7521.71,2470.36
14.3555,10.6753,42.8904,15.3297,50.6886,171.963,7.23342,72.2229,9.32645,25.6947,63.0633,34.2925,14.3555,0.118354,0.475514,0.169956,0.56197,1.90651,0.0801948,0.800714,0.1034,0.284869,0.699165,0.380191,14.3555,962.893,3868.63,1382.71,4572.02,15510.7,652.44,6514.36,841.228,2317.61,5688.19,3093.12
14.4531,18.3677,15.8755,124.607,47.5234,128.501,31.0719,37.8565,14.2385,57.9003,130.418,42.69,14.4531,0.202262,0.174818,1.37214,0.523319,1.41503,0.342158,0.416868,0.156791,0.637586,1.43614,0.470093,14.4531,1668,1441.68,11315.7,4315.68,11669.4,2821.69,3437.81,1293.02,5258.02,11843.5,3876.75
14.5508,10.253,40.2059,55.1984,63.817,29.418,24.8048,59.7808,8.46994,79.6836,137.428,47.7021,14.5508,0.112147,0.439768,0.603754,0.698024,0.321771,0.271312,0.653876,0.0926433,0.871571,1.50318,0.521761,14.5508,937.386,3675.83,5046.52,5834.49,2689.55,2267.78,5465.48,774.367,7285.09,12564.4,4361.18
14.6484,18.183,21.6188,107.849,90.2601,40.3375,22.2976,20.3471,3.8902,89.3517,140.824,31.3176,14.6484,0.197558,0.234888,1.17177,0.980674,0.438267,0.242263,0.22107,0.0422669,0.970805,1.53005,0.340265,14.6484,1673.54,1989.77,9926.26,8307.43,3712.62,2052.25,1872.72,358.049,8223.83,12961.3,2882.43
14.7461,30.5896,36.0597,27.2339,46.4013,44.2594,7.20164,19.9761,10.3863,29.3086,140.386,29.9491,14.7461,0.330154,0.389194,0.293936,0.50081,0.477692,0.0777275,0.215602,0.112099,0.316328,1.51519,0.323241,14.7461,2834.2,3341.02,2523.29,4299.19,4100.74,667.25,1850.83,962.314,2715.51,13007.1,2774.86
14.8438,14.0528,17.8613,96.2793,101.077,84.5742,2.83441,69.9072,6.59558,43.5772,104.83,56.7422,14.8438,0.150675,0.19151,1.03231,1.08375,0.906806,0.0303906,0.749546,0.0707179,0.467235,1.12398,0.608391,14.8438,1310.65,1665.86,8979.59,9427.03,7887.9,264.354,6519.97,615.143,4064.27,9777.03,5292.12
