Frequency,CHD,BHC,LOK,YTA,LZH,DL2,WEH,WED,RSH,Vel_AVG,Frequency,CHD,BHC,LOK,YTA,LZH,DL2,WEH,WED,RSH,Dis_AVG,Frequency,CHD,BHC,LOK,YTA,LZH,DL2,WEH,WED,RSH,Acc_AVG
17.6758,669.973,547.855,2741.55,1396.82,2897.32,155.562,53.9993,451.145,926.031,669.973,17.6758,6.03252,4.93295,24.6853,12.5771,26.0878,1.4007,0.486216,4.06217,8.3381,6.03252,17.6758,74407.3,60844.8,304477,155131,321777,17276.8,5997.17,50104.3,102845,74407.3
17.7734,722.662,493.101,1184.29,1124.14,2374.79,177.947,86.2367,130.038,1513.51,722.662,17.7734,6.47118,4.41555,10.6049,10.0663,21.2655,1.59345,0.77222,1.16444,13.5529,6.47118,17.7734,80702.4,55066.5,132255,125537,265202,19872,9630.38,14521.8,169019,80702.4
17.8711,378.251,599.809,1387.17,605.806,703.628,140.901,57.9478,139.732,1544.41,599.809,17.8711,3.3686,5.34173,12.3538,5.39514,6.26631,1.25483,0.516066,1.24441,13.754,5.34173,17.8711,42472.8,67351,155762,68024.4,79008.6,15821.4,6506.8,15690.1,173417,67351
17.9688,677.039,707.77,2208.96,761.443,630.902,303.903,185.543,130.61,1147.28,677.039,17.9688,5.99675,6.26895,19.5655,6.74434,5.5881,2.69176,1.64341,1.15685,10.1618,5.99675,17.9688,76438.4,79908,249394,85967.6,71229.5,34310.9,20948,14746,129529,76438.4
18.0664,653.449,682.673,832.263,1379,1009.88,203.464,165.393,240.27,360.743,653.449,18.0664,5.75652,6.01397,7.33177,12.1482,8.89644,1.7924,1.45702,2.11664,3.17794,5.75652,18.0664,74175.9,77493.4,94474,156537,114636,23096.1,18774.5,27274.1,40949.6,74175.9
18.1641,588.256,792.602,1052.55,646.63,2351.89,45.7621,69.9417,452.336,257.995,588.256,18.1641,5.15435,6.94484,9.22249,5.66583,20.6075,0.400971,0.612835,3.9634,2.26057,5.15435,18.1641,67136.6,90458.2,120125,73798.7,268417,5222.75,7982.32,51624.3,29444.5,67136.6
18.2617,625.778,489.688,2487.68,1099.68,1304.9,216.612,111.199,171.225,943.661,625.778,18.2617,5.4538,4.26774,21.6807,9.58399,11.3725,1.88782,0.969121,1.49226,8.22422,5.4538,18.2617,71802.9,56187.7,285441,126180,149726,24854.4,12759.1,19646.6,108277,71802.9
18.3594,429.099,787.955,1936.71,568.98,1793.97,100.464,152.257,108.606,710.829,568.98,18.3594,3.7198,6.83067,16.7891,4.93241,15.5517,0.870906,1.31989,0.941495,6.16208,4.93241,18.3594,49498.8,90894.8,223410,65634.9,206945,11589,17563.6,12528.3,81997.9,65634.9
18.457,124.613,447.163,1393.52,1905.5,3394.26,37.1061,62.7624,139.005,299.932,299.932,18.457,1.07454,3.85588,12.0163,16.4311,29.2687,0.319966,0.5412,1.19864,2.58632,2.58632,18.457,14451.3,51857,161605,220979,393628,4303.16,7278.49,16120.3,34782.8,34782.8
18.5547,164.602,536.383,884.361,1368.33,2623,119.501,110.419,27.5137,908.744,536.383,18.5547,1.41189,4.60088,7.58571,11.737,22.4991,1.02503,0.947128,0.236002,7.79485,4.60088,18.5547,19189.8,62532.9,103101,159523,305796,13931.7,12872.9,3207.62,105944,62532.9
18.6523,214.997,977.479,1172.88,145.091,3431.35,125.172,123.628,95.4698,150.119,150.119,18.6523,1.83451,8.34054,10.0079,1.23802,29.2787,1.06806,1.05488,0.814615,1.28092,1.28092,18.6523,25196.9,114557,137458,17004.2,402141,14669.7,14488.7,11188.7,17593.3,17593.3
18.75,15.9078,517.715,1631.81,730.419,1442.8,105.883,178.085,104.001,605.03,517.715,18.75,0.13503,4.3945,13.8512,6.19999,12.2469,0.898766,1.51163,0.882791,5.13566,4.3945,18.75,1874.09,60991.9,192243,86050.4,169976,12474.1,20980.1,12252.4,71278.5,60991.9
18.8477,345.805,362.474,1493.12,1468.67,3145.75,90.3993,32.2015,163.53,615.881,362.474,18.8477,2.92007,3.06084,12.6083,12.4019,26.5636,0.763358,0.271919,1.3809,5.20068,3.06084,18.8477,40951.3,42925.4,176820,173925,372530,10705.4,3813.41,19365.8,72934.7,42925.4
18.9453,474.117,815.299,1218.53,814.126,2036.14,182.491,10.7225,182.849,429.253,474.117,18.9453,3.98294,6.84913,10.2366,6.83927,17.1051,1.53306,0.0900774,1.53607,3.60605,3.98294,18.9453,56437.4,97050.7,145050,96911.1,242375,21723.2,1276.38,21765.8,51097,56437.4
19.043,487.712,345.46,1313.8,1934.49,4631.28,93.5265,134.829,243.481,393.808,393.808,19.043,4.07614,2.88724,10.9803,16.1678,38.7068,0.781664,1.12685,2.03493,3.29132,3.29132,19.043,58355,41334.4,157197,231463,554135,11190.5,16132.3,29132.6,47119.3,47119.3
19.1406,197.692,612.96,2801.43,1952.35,828.687,113.796,47.3278,41.348,330.51,330.51,19.1406,1.64381,5.09678,23.294,16.2339,6.89056,0.946216,0.393533,0.34381,2.7482,2.7482,19.1406,23775.2,73717,336911,234798,99661.3,13685.5,5691.84,4972.68,39748.5,39748.5
19.2383,240.721,228.68,3139.79,746.144,1337.74,52.7402,73.9164,281.777,519.785,281.777,19.2383,1.99144,1.89183,25.9749,6.17272,11.0669,0.436311,0.611497,2.3311,4.30009,2.3311,19.2383,29097.8,27642.4,379530,90192.1,161703,6375.11,8934.84,34060.6,62830.4,34060.6
19.3359,193.55,712.884,1597.81,1427.09,2712.79,157.231,138.159,375.448,527.584,527.584,19.3359,1.59312,5.86778,13.1516,11.7465,22.3291,1.29418,1.13719,3.09033,4.34257,4.34257,19.3359,23514.7,86609.2,194120,173379,329580,19102.2,16785.1,45613.6,64096.9,64096.9
19.4336,355.567,446.901,1230.91,488.815,1953.61,118.876,116.273,323.993,95.1821,355.567,19.4336,2.91198,3.65998,10.0808,4.00324,15.9995,0.973556,0.952235,2.6534,0.779511,2.91198,19.4336,43416.5,54568.8,150300,59686.6,238546,14515.3,14197.4,39561.1,11622.2,43416.5
19.5313,653.546,182.378,1728.78,1726.79,2943.17,33.6311,123.784,147.097,433.81,433.81,19.5313,5.32557,1.48615,14.0873,14.0711,23.9831,0.274051,1.00868,1.19865,3.535,3.535,19.5313,80202.1,22381.1,212153,211909,361181,4127.16,15190.6,18051.5,53236.5,53236.5
19.6289,500.498,488.43,427.677,2881.03,1259.41,193.562,116.504,219.266,266.319,427.677,19.6289,4.05814,3.96028,3.46768,23.3599,10.2116,1.56944,0.944636,1.77785,2.15937,3.46768,19.6289,61727.5,60239,52746.2,355323,155326,23872.4,14368.7,27042.5,32845.7,52746.2
19.7266,569.048,262.88,1178.91,2093.67,1072.55,166.906,118.551,299.028,425.448,425.448,19.7266,4.59111,2.12093,9.51149,16.8918,8.65339,1.34661,0.956477,2.41257,3.43254,3.43254,19.7266,70531,32582.8,146120,259501,132938,20687.3,14693.9,37063.2,52732.4,52732.4
19.8242,542.316,41.297,806.407,1107.9,2026.29,92.8272,55.7937,270.299,316.603,316.603,19.8242,4.35388,0.331545,6.47409,8.8946,16.2677,0.745245,0.447929,2.17004,2.54179,2.54179,19.8242,67550.5,5143.93,100445,138000,252393,11562.5,6949.62,33668.2,39435.9,39435.9
19.9219,582.184,154.344,977.873,2038.04,1794.65,32.7188,59.2731,209.348,695.662,582.184,19.9219,4.65104,1.23305,7.81218,16.2818,14.3374,0.261389,0.47353,1.67247,5.55761,4.65104,19.9219,72873.6,19319.7,122403,255107,224641,4095.51,7419.38,26204.7,87078,72873.6
20.0195,499.19,183.643,1163.05,1837.65,1175.92,78.1286,83.5603,332.613,405.212,405.212,20.0195,3.96855,1.45996,9.24623,14.6093,9.34858,0.621121,0.664303,2.64427,3.22143,3.22143,20.0195,62791.3,23099.9,146296,231151,147915,9827.52,10510.7,41838.2,50970.1,50970.1
20.1172,570.244,309.825,767.35,850.863,2068.8,59.3693,52.334,208.594,503.034,503.034,20.1172,4.51142,2.45114,6.07081,6.73151,16.3671,0.469694,0.414035,1.65027,3.9797,3.9797,20.1172,72078.9,39161.8,96993.1,107549,261497,7504.28,6615.02,26366.3,63583.6,63583.6
20.2148,244.401,87.6664,445.895,2179.84,385.283,69.48,61.7721,264.283,482.949,264.283,20.2148,1.92421,0.690212,3.51061,17.1622,3.0334,0.547028,0.486342,2.08075,3.80234,2.08075,20.2148,31042.3,11134.8,56634.8,276869,48936.1,8824.91,7845.89,33567.6,61341.1,33567.6
20.3125,280.677,144.948,219.014,1116.24,1768.51,88.3444,150.834,129.718,845.647,219.014,20.3125,2.19919,1.13571,1.71605,8.74609,13.8569,0.692207,1.18184,1.01639,6.62592,1.71605,20.3125,35822,18499.3,27952.2,142462,225710,11275.2,19250.6,16555.6,107928,27952.2
20.4102,370.517,148.851,264.765,2113.79,1099.3,137.453,121.288,185.21,714.059,264.765,20.4102,2.88923,1.16072,2.06459,16.483,8.57218,1.07184,0.945781,1.44423,5.56811,2.06459,20.4102,47515.5,19088.8,33953.7,271074,140975,17627.1,15554,23751.4,91571.5,33953.7
20.5078,222.307,87.3717,786.23,1551.84,3082.05,115.575,52.2937,546.731,671.123,546.731,20.5078,1.72525,0.678066,6.1017,12.0433,23.9189,0.896942,0.405836,4.24301,5.20838,4.24301,20.5078,28645.2,11258.2,101309,199961,397136,14892.3,6738.27,70448.6,86477.1,70448.6
20.6055,305.507,133.64,852.11,2189.41,2749.13,17.5,38.7571,469.008,762.545,469.008,20.6055,2.35971,1.03222,6.58163,16.9108,21.234,0.135168,0.299357,3.62258,5.88983,3.62258,20.6055,39553.4,17302.1,110321,283458,355924,2265.69,5017.8,60721.5,98725.1,60721.5
20.7031,348.697,467.416,763.317,2384.85,2827.89,101.994,133.588,182.341,1001.03,467.416,20.7031,2.6806,3.59325,5.86799,18.3335,21.7394,0.784077,1.02695,1.40174,7.69542,3.59325,20.7031,45359,60802.1,99293.5,310225,367857,13267.5,17377.3,23719.2,130216,60802.1
20.8008,513.657,98.0953,1011.77,1260.89,586.762,85.439,32.7616,29.564,359.785,359.785,20.8008,3.93019,0.750565,7.74141,9.64759,4.48954,0.653728,0.250672,0.226206,2.75285,2.75285,20.8008,67132.4,12820.6,132233,164793,76686.9,11166.5,4281.79,3863.87,47022.1,47022.1
20.8984,425.735,268.814,1192.26,1761.28,3700.18,22.272,112.418,214.791,192.534,268.814,20.8984,3.24224,2.04719,9.07983,13.4133,28.1792,0.169615,0.856133,1.63577,1.46627,2.04719,20.8984,55902.7,35297.6,156554,231271,485865,2924.5,14761.4,28203.9,25281.5,35297.6
20.9961,796.973,429.154,899.951,1261.84,660.974,218.848,57.5154,153.183,416.991,429.154,20.9961,6.04123,3.25308,6.82182,9.56504,5.01033,1.65892,0.435979,1.16116,3.16088,3.25308,20.9961,105139,56615,118724,166465,87197.2,28871,7587.57,20208.3,55010.4,56615
21.0938,416.907,261.277,2060,982.332,1500.78,147.554,24.1529,411.748,345.958,411.748,21.0938,3.14562,1.97136,15.5429,7.41181,11.3236,1.11332,0.182237,3.10669,2.61029,3.10669,21.0938,55255.2,34628.5,273024,130194,198908,19556.3,3201.13,54571.4,45851.8,54571.4
21.1914,533.743,245.691,936.081,402.452,1130.15,87.5487,123.301,613.325,368.867,402.452,21.1914,4.0086,1.84523,7.0303,3.02255,8.48782,0.657522,0.926034,4.60629,2.77032,3.02255,21.1914,71067.7,32713.7,124639,53586.3,150479,11657.1,16417.5,81663.9,49114.5,53586.3
21.2891,246.756,409.704,1134.3,1568.13,1591.76,170.461,45.023,241.614,287.997,287.997,21.2891,1.84472,3.06291,8.4799,11.7232,11.8998,1.27435,0.336588,1.80628,2.15304,2.15304,21.2891,33006.9,54803.3,151727,209758,212918,22801.4,6022.42,32319,38523.4,38523.4
21.3867,523.01,71.3655,1828.39,1157.06,1114.17,208.461,65.2754,456.232,264.526,456.232,21.3867,3.89212,0.531085,13.6064,8.61054,8.29143,1.55131,0.485764,3.39517,1.96854,3.39517,21.3867,70280.4,9589.85,245692,155481,149719,28012.2,8771.49,61307,35546.2,61307
21.4844,283.729,225.57,133.563,1638.63,2238.01,128.053,39.2591,226.693,83.1456,225.57,21.4844,2.10185,1.67101,0.989428,12.1389,16.579,0.948607,0.290829,1.67933,0.615938,1.67101,21.4844,38300.7,30449.8,18029.7,221199,302110,17285.9,5299.6,30601.4,11223.9,30449.8
21.582,315.398,47.5968,1127.23,1830.65,414.968,104.645,134.635,94.9719,71.5018,134.635,21.582,2.32588,0.350999,8.31263,13.5,3.06015,0.771695,0.992854,0.700363,0.527284,0.992854,21.582,42769.2,6454.32,152856,248243,56271.3,14190.2,18257,12878.6,9695.92,18257
21.6797,357.775,290.38,528.191,250.382,1205.25,223.757,39.1975,156.81,125.653,250.382,21.6797,2.6265,2.13174,3.87756,1.83811,8.848,1.64264,0.287757,1.15117,0.922443,1.83811,21.6797,48735.3,39554.8,71948.9,34106.5,164176,30479.6,5339.38,21360.3,17116.1,34106.5
21.7773,451.614,337.601,813.13,553.394,1569.59,171.515,107.35,178.119,703.576,451.614,21.7773,3.30052,2.46728,5.94259,4.04436,11.471,1.25348,0.784541,1.30174,5.14193,3.30052,21.7773,61794.9,46194.3,111262,75721.6,214768,23468.6,14688.8,24372.2,96271.1,61794.9
21.875,622.941,164.257,726.69,1338.78,2914.29,92.9446,133.051,256.018,245.657,256.018,21.875,4.53231,1.19508,5.28715,9.7405,21.2034,0.676233,0.968035,1.8627,1.78731,1.8627,21.875,85620,22576.3,99879.7,184008,400554,12774.7,18287.2,35188.3,33764.2,35188.3
21.9727,390.244,451.838,1591.78,1315.24,4548.55,84.6348,171.066,182.921,155.392,390.244,21.9727,2.82666,3.2728,11.5298,9.52673,32.9466,0.613037,1.23909,1.32495,1.12556,2.82666,21.9727,53876.4,62379.9,219759,181580,627965,11684.5,23617.1,25253.7,21453.2,53876.4
22.0703,489.042,299.181,1403.87,1025.34,2571.81,88.9736,52.9897,92.4697,108.751,299.181,22.0703,3.52661,2.15747,10.1237,7.39402,18.546,0.641612,0.382123,0.666824,0.784233,2.15747,22.0703,67816.4,41487.9,194677,142186,356638,12338.1,7348.18,12822.9,15080.7,41487.9
22.168,451.272,245.326,644.403,637.402,1533.2,140.281,45.7062,209.314,291,291,22.168,3.2399,1.76132,4.62649,4.57623,11.0076,1.00714,0.328148,1.50277,2.08924,2.08924,22.168,62855.6,34170.4,89755.9,88780.8,213553,19539,6366.21,29154.4,40532.1,40532.1
22.2656,164.814,198.091,1310.49,583.675,938.395,58.2377,68.8108,82.3167,564.973,198.091,22.2656,1.17809,1.41596,9.36738,4.17211,6.70766,0.416284,0.49186,0.588401,4.03843,1.41596,22.2656,23057.3,27712.8,183336,81655.5,131281,8147.4,9626.56,11516,79039.2,27712.8
22.3633,32.8375,321.397,1552.9,467.22,2410.48,51.1716,87.543,138.824,412.308,321.397,22.3633,0.233698,2.28732,11.0517,3.32511,17.1549,0.364178,0.623026,0.98798,2.93431,2.28732,22.3633,4614.09,45160.4,218202,65650.4,338703,7190.26,12300.9,19506.5,57934.5,45160.4
22.4609,100.173,189.498,1273.06,322.211,1260.54,80.2102,62.5428,179.593,285.238,189.498,22.4609,0.709814,1.34276,9.02071,2.28314,8.93204,0.568358,0.443169,1.27257,2.02116,1.34276,22.4609,14137.1,26743.2,179662,45472.4,177896,11319.8,8826.43,25345.3,40254.6,26743.2
22.5586,348.957,170.587,811.983,483.75,1174.79,88.8727,39.3549,39.7205,73.6216,170.587,22.5586,2.46195,1.20352,5.72869,3.41294,8.28832,0.627013,0.277656,0.280236,0.519413,1.20352,22.5586,49461.1,24178.9,115090,68566.7,166514,12596.8,5578.16,5629.98,10435.1,24178.9
22.6563,217.389,93.6855,998.617,715.924,4057.72,164.384,116.291,94.8047,303.504,217.389,22.6563,1.52711,0.658119,7.01505,5.0292,28.5046,1.15476,0.81692,0.665981,2.13205,1.52711,22.6563,30946.1,13336.5,142156,101914,577631,23400.7,16554.5,13495.8,43204.8,30946.1
22.7539,59.9916,111.993,1166.74,795.748,1221.34,138.905,42.3338,247.421,75.0941,138.905,22.7539,0.419618,0.783347,8.16089,5.56595,8.54284,0.971589,0.296109,1.73061,0.525255,0.971589,22.7539,8576.82,16011.3,166805,113766,174612,19858.9,6052.34,35373,10736,19858.9
22.8516,41.4687,104.709,1241.92,519.728,740.91,137.246,79.8188,15.0106,294.73,137.246,22.8516,0.288818,0.729267,8.64962,3.61977,5.16023,0.95588,0.555916,0.104545,2.05271,0.95588,22.8516,5954.1,15034.1,178315,74622.9,106380,19705.8,11460.4,2155.23,42317.5,19705.8
22.9492,119.418,228.757,1377.47,429.978,2868.74,35.5647,53.1093,75.3363,421.881,228.757,22.9492,0.828173,1.58645,9.55286,2.98194,19.895,0.246645,0.368318,0.522464,2.92578,1.58645,22.9492,17219.4,32985.5,198623,62000.3,413655,5128.23,7658.05,10863.1,60832.8,32985.5
23.0469,162.165,169.951,1067.97,1020.29,1620.76,42.8309,39.2403,248.022,127.66,169.951,23.0469,1.11986,1.17363,7.37505,7.04582,11.1925,0.295777,0.270982,1.71277,0.881583,1.17363,23.0469,23482.7,24610.3,154650,147746,234699,6202.25,5682.3,35915.5,18486.2,24610.3
23.1445,360.59,185.28,1123.31,277.689,568.675,141.836,5.8935,277.939,95.9479,277.689,23.1445,2.47962,1.27409,7.72454,1.90955,3.91053,0.975347,0.0405271,1.91127,0.659793,1.90955,23.1445,52437.5,26943.6,163354,40381.9,82697.5,20626,857.041,40418.3,13952.9,40381.9
23.2422,305.137,85.4975,581.41,220.329,701.479,87.9729,57.6205,165.61,49.8055,165.61,23.2422,2.08948,0.585459,3.98131,1.50874,4.8035,0.60241,0.394566,1.13405,0.341052,1.13405,23.2422,44560.7,12485.6,84906.2,32175.7,102441,12847.1,8414.6,24184.9,7273.35,24184.9
23.3398,307.568,325.982,869.509,128.381,729.236,107.185,71.5294,127.964,120.189,128.381,23.3398,2.09731,2.22288,5.9292,0.875431,4.97268,0.730899,0.48776,0.872588,0.819573,0.875431,23.3398,45104.4,47804.8,127512,18826.8,106941,15718.6,10489.7,18765.7,17625.6,18826.8
23.4375,279.406,363.022,1026.25,790.776,1585.32,59.2145,8.89951,105.549,184.223,279.406,23.4375,1.89734,2.46514,6.96885,5.36985,10.7653,0.402102,0.0604331,0.716739,1.25099,1.89734,23.4375,41145.9,53459.4,151127,116451,233458,8720.05,1310.56,15543.3,27129.1,41145.9
23.5352,162.342,336.861,245.165,983.236,438.097,81.8824,31.8304,130.917,94.1955,162.342,23.5352,1.09783,2.278,1.65791,6.64907,2.9626,0.553725,0.215251,0.885318,0.636991,1.09783,23.5352,24006.5,49813.6,36253.9,145397,64783.9,12108.4,4706.95,19359.5,13929.2,24006.5
23.6328,198.956,616.695,801.583,855.105,2731.99,182.814,49.2408,62.655,105.976,198.956,23.6328,1.33987,4.15313,5.39825,5.7587,18.3986,1.23116,0.331612,0.42195,0.713693,1.33987,23.6328,29542.9,91572.6,119027,126974,405672,27145.9,7311.74,9303.61,15736.3,29542.9
23.7305,251.785,272.289,727.075,1437.75,1695.99,37.9825,41.2909,62.3367,209.836,251.785,23.7305,1.68866,1.82618,4.87633,9.64267,11.3746,0.25474,0.276929,0.418078,1.40732,1.68866,23.7305,37541.8,40599.1,108409,214373,252877,5663.3,6156.59,9294.58,31287.2,37541.8
23.8281,166.48,435.938,914.415,805.551,1306.16,100.465,25.9747,104.207,94.6351,166.48,23.8281,1.11197,2.91175,6.10764,5.38051,8.72425,0.671032,0.173493,0.696032,0.632095,1.11197,23.8281,24924.8,65267.1,136903,120604,195554,15041.2,3888.85,15601.6,14168.4,24924.8
23.9258,75.547,442.019,1269.75,229.793,1392.19,189.398,21.1262,86.2396,168.983,189.398,23.9258,0.50254,2.94032,8.44641,1.52859,9.26091,1.25988,0.140532,0.573668,1.12408,1.25988,23.9258,11357,66448.8,190882,34544.8,209289,28472.2,3175.91,12964.4,25403.2,28472.2
24.0234,80.8803,372.045,973.228,498.601,1071.86,35.9803,53.8901,54.0684,107.41,107.41,24.0234,0.535831,2.46479,6.44762,3.30323,7.10108,0.238369,0.357021,0.358202,0.71159,0.71159,24.0234,12208.4,56157.8,146903,75260.7,161791,5431,8134.37,8161.28,16212.9,16212.9
24.1211,255.64,258.32,971.046,301.899,2134.65,81.2018,7.8255,117.306,21.9292,255.64,24.1211,1.68675,1.70444,6.40712,1.99198,14.0848,0.535783,0.0516339,0.774006,0.144693,1.68675,24.1211,38744.1,39150.3,147169,45755.1,323522,12306.7,1186.01,17778.6,3323.53,38744.1
24.2188,215.916,214.792,1463.12,515.63,2535.31,122.606,29.4316,132.763,93.2193,214.792,24.2188,1.41891,1.41152,9.61496,3.38849,16.6609,0.805715,0.193412,0.872458,0.612596,1.41152,24.2188,32856.1,32685.1,222644,78463.9,385800,18657.1,4478.63,20202.6,14185.3,32685.1
24.3164,240.672,340.871,1665,838.881,1755.7,37.2448,115.671,65.6328,210.138,240.672,24.3164,1.57524,2.23106,10.8977,5.49061,11.4914,0.243774,0.757084,0.429578,1.37539,1.57524,24.3164,36771,52079.8,254386,128168,268244,5690.43,17672.7,10027.7,32105.9,36771
24.4141,90.1555,134.545,968.351,342.049,1818.38,85.2223,30.7312,179.152,85.0793,134.545,24.4141,0.587723,0.8771,6.31267,2.22981,11.854,0.555563,0.200336,1.16789,0.554631,0.8771,24.4141,13829.7,20639,148543,52469.7,278936,13072.9,4714.11,27481.6,13051,20639
24.5117,129.581,37.7257,1385.07,290.205,1130.44,59.2101,59.7194,66.5202,252.716,129.581,24.5117,0.841373,0.244953,8.99327,1.88431,7.33994,0.384452,0.387759,0.431917,1.64089,0.841373,24.5117,19957,5810.19,213317,44695,174100,9119.05,9197.48,10244.9,38921.2,19957
24.6094,148.455,39.5995,437.079,1012.61,622.343,149.773,27.0686,95.9744,129.696,148.455,24.6094,0.960096,0.2561,2.8267,6.54877,4.02485,0.968619,0.175059,0.62069,0.838779,0.960096,24.6094,22954.9,6123.08,67583.5,156574,96229.9,23158.7,4185.49,14840.1,20054.3,22954.9
24.707,76.2186,257.598,1425.88,267.273,1677.16,26.5659,82.9811,71.5373,195.514,195.514,24.707,0.490977,1.65937,9.18508,1.72169,10.8038,0.171129,0.534538,0.460821,1.25944,1.25944,24.707,11832.1,39989.3,221352,41491.2,260361,4124.07,12881.9,11105.4,30351.3,30351.3
24.8047,113.171,572.152,667.116,1217.62,1286.7,10.0339,36.6429,70.3389,53.6247,113.171,24.8047,0.726143,3.67111,4.28043,7.81263,8.2559,0.0643808,0.235112,0.451317,0.344073,0.726143,24.8047,17638,89171.2,103972,189769,200536,1563.81,5710.88,10962.5,8357.53,17638
24.9023,100.551,268.834,697.905,352.189,1966.25,45.3539,37.6077,121.312,45.1565,121.312,24.9023,0.64264,1.71816,4.46043,2.2509,12.5666,0.289864,0.240357,0.775328,0.288602,0.775328,24.9023,15732.9,42063.4,109199,55105.6,307652,7096.35,5884.33,18981.3,7065.45,18981.3
25,167.644,112.653,1071.78,577.918,1718.65,65.8888,75.9054,147.521,163.426,163.426,25,1.06725,0.71717,6.82314,3.67914,10.9413,0.419461,0.483229,0.939146,1.0404,1.0404,25,26333.4,17695.5,168354,90779.1,269965,10349.8,11923.2,23172.5,25670.9,25670.9
25.0977,151.889,105.146,1433.23,276.023,688.77,40.8556,7.47257,35.6753,59.7495,105.146,25.0977,0.963194,0.666776,9.08872,1.75038,4.36778,0.259083,0.0473867,0.226232,0.378897,0.666776,25.0977,23951.9,16580.8,226011,43527,108614,6442.66,1178.37,5625.76,9422.09,16580.8
25.1953,149.311,234.812,744.115,582.826,1559.6,126.449,22.6819,11.9455,55.4429,149.311,25.1953,0.943173,1.48327,4.70046,3.68163,9.85175,0.798757,0.143278,0.0754577,0.350224,0.943173,25.1953,23636.9,37172.4,117798,92265.4,246895,20017.7,3590.71,1891.05,8776.99,23636.9
25.293,129.934,167.025,1251.74,756.455,346.199,25.4317,19.2443,55.0148,93.3483,129.934,25.293,0.817606,1.051,7.87655,4.75996,2.17844,0.160028,0.121094,0.346179,0.58739,0.817606,25.293,20649.2,26543.7,198928,120216,55018.1,4041.62,3058.31,8742.98,14835,20649.2
25.3906,169.814,339.698,367.519,630.655,1029.17,61.8927,27.6748,69.7384,123.198,169.814,25.3906,1.06444,2.12932,2.3037,3.95311,6.45113,0.387959,0.173473,0.437138,0.772234,1.06444,25.3906,27091.1,54193.5,58631.8,100611,164188,9873.99,4415.07,11125.6,19654.2,27091.1
25.4883,149.239,301.524,1098.51,195.946,1346.75,32.7929,73.3608,63.4147,61.8598,149.239,25.4883,0.931886,1.88279,6.85933,1.22353,8.40942,0.204767,0.458082,0.395977,0.386267,0.931886,25.4883,23900.3,48288.3,175923,31380.2,215679,5251.7,11748.6,10155.7,9906.69,23900.3
25.5859,167.722,42.2577,866.067,20.0455,1632.55,77.176,10.1807,45.789,70.8635,70.8635,25.5859,1.0433,0.26286,5.38729,0.124691,10.1551,0.480066,0.0633283,0.284826,0.4408,0.4408,25.5859,26963.1,6793.4,139230,3222.53,262450,12406.9,1636.67,7361.1,11392.1,11392.1
25.6836,170.871,96.4915,374.137,271.269,1093,61.1518,32.2155,108.784,33.8107,108.784,25.6836,1.05885,0.597934,2.31844,1.68099,6.77305,0.378943,0.199632,0.674109,0.209516,0.674109,25.6836,27574.3,15571.3,60376.3,43776,176383,9868.36,5198.78,17555,5456.19,17555
25.7813,176.195,42.8681,924.439,693.332,1299.93,98.9501,14.2107,102.105,156.632,156.632,25.7813,1.0877,0.264637,5.70682,4.28013,8.02486,0.610847,0.0877268,0.630324,0.966933,0.966933,25.7813,28541.6,6944.14,149748,112312,210574,16028.8,2301.97,16539.8,25372.5,25372.5
25.8789,174.936,113.768,564.469,881.849,821.627,59.7902,37.6242,82.7472,33.7025,113.768,25.8789,1.07585,0.69967,3.47148,5.42336,5.05299,0.367709,0.231388,0.508894,0.20727,0.69967,25.8789,28444.9,18498.9,91783.7,143390,133598,9722,6117.77,13454.9,5480.09,18498.9
25.9766,100.067,33.3673,1169.48,122.096,322.374,29.2348,78.4144,93.0266,87.6329,93.0266,25.9766,0.6131,0.204437,7.16526,0.748065,1.97514,0.179118,0.480434,0.569961,0.536915,0.569961,25.9766,16332.6,5446.07,190878,19928,52616.5,4771.57,12798.4,15183.4,14303,15183.4
26.0742,114.125,142.353,1123.74,449.651,1100.29,138.054,16.8026,83.5077,90.6904,138.054,26.0742,0.696607,0.868909,6.8592,2.74463,6.71608,0.842673,0.102562,0.509724,0.553567,0.842673,26.0742,18696.9,23321.5,184101,73665.9,180260,22617.3,2752.76,13681,14857.7,22617.3
26.1719,167.25,153.228,1002.6,485.159,569.304,88.2196,24.9439,99.1688,158.716,158.716,26.1719,1.01707,0.931802,6.09696,2.95032,3.46202,0.536476,0.151687,0.60306,0.965173,0.965173,26.1719,27503,25197.2,164870,79780.8,93617.8,14507.1,4101.84,16307.6,26099.7,26099.7
26.2695,83.3895,114.759,655.081,168.653,870.375,60.4829,20.616,76.2048,152.384,114.759,26.2695,0.505218,0.695269,3.96883,1.02179,5.2732,0.366438,0.124903,0.461689,0.923223,0.695269,26.2695,13764,18941.6,108125,27837.3,143661,9983.08,3402.8,12578.1,25151.9,18941.6
26.3672,119.104,71.2233,1329.6,614.295,384.156,46.4413,33.4566,49.579,83.943,83.943,26.3672,0.718922,0.429911,8.02557,3.70795,2.3188,0.280324,0.201947,0.299264,0.506688,0.506688,26.3672,19731.9,11799.6,220274,101770,63643.1,7693.92,5542.75,8213.74,13906.8,13906.8
