Frequency,CHD,BHC,LOK,YTA,LZH,DL2,WEH,WED,RSH,Vel_AVG,Frequency,CHD,BHC,LOK,YTA,LZH,DL2,WEH,WED,RSH,Dis_AVG,Frequency,CHD,BHC,LOK,YTA,LZH,DL2,WEH,WED,RSH,Acc_AVG
8.69141,2365.55,3231.12,1242.47,6087.24,609.959,1140.05,1496.47,4456.45,847.827,1496.47,8.69141,43.3175,59.1674,22.7518,111.468,11.1694,20.8764,27.403,81.6055,15.5252,27.403,8.69141,129182,176450,67850.9,332422,33309.7,62258,81721.7,243366,46299.6,81721.7
8.78906,1890.29,2187.95,1265.49,4738.05,3432.61,204.356,932.869,10041.2,2485.37,2187.95,8.78906,34.2299,39.6201,22.9158,85.798,62.1586,3.70054,16.8927,181.829,45.0058,39.6201,8.78906,104388,120826,69884.5,261651,189560,11285.2,51516.1,554508,137250,120826
8.88672,1776.13,1812.88,2510.31,7482.9,3970.32,1471.32,1008.95,6231,2052.15,2052.15,8.88672,31.8093,32.4674,44.9578,134.014,71.1057,26.3504,18.0696,111.593,36.7526,36.7526,8.88672,99173.7,101225,140168,417822,221691,82154.1,56336.8,347920,114586,114586
8.98438,3654.23,1468.96,2158.96,2243.25,2870.39,326.476,1517,1140.84,4342.46,2158.96,8.98438,64.7333,26.022,38.2452,39.7384,50.848,5.78341,26.8732,20.2095,76.9251,38.2452,8.98438,206283,82923.3,121874,126633,162035,18429.7,85635.6,64400.9,245134,121874
9.08203,2780.45,1737.23,7890.49,2313.84,2703.37,496.07,911.228,987.899,2058.88,2058.88,9.08203,48.725,30.4435,138.274,40.5482,47.3743,8.6932,15.9685,17.3121,36.0801,36.0801,9.08203,158664,99133.5,450264,132037,154265,28307.8,51998.4,56373.6,117488,117488
9.17969,2909.67,1791.65,8536.6,4570.96,4521.31,701.81,342.797,3214.35,5246.59,3214.35,9.17969,50.447,31.0631,148.005,79.25,78.3893,12.1678,5.94333,55.7296,90.964,55.7296,9.17969,167823,103338,492371,263642,260779,40478.8,19771.8,185396,302611,185396
9.27734,2182.82,201.274,5418.59,5294.77,2499.6,222.233,1395.85,3232.12,2236.07,2236.07,9.27734,37.4468,3.45289,92.9572,90.8331,42.8811,3.81245,23.9461,55.4478,38.3603,38.3603,9.27734,127239,11732.5,315857,308639,145705,12954.2,81365.9,188404,130344,130344
9.375,1444.79,1509.41,3728.22,4282.46,4649.54,980.246,1316.89,1890.48,1344.24,1509.41,9.375,24.5274,25.6246,63.2923,72.7013,78.933,16.6412,22.3563,32.0938,22.8205,25.6246,9.375,85104.9,88911.8,219610,252258,273880,57741.2,77571.4,111358,79182,88911.8
9.47266,1568.29,1233.83,2603.2,7348.33,4054.46,680.821,862.05,777.551,6609.49,1568.29,9.47266,26.3497,20.7302,43.7378,123.463,68.1211,11.4388,14.4837,13.064,111.049,26.3497,9.47266,93342.3,73435.7,154939,437361,241315,40521.4,51307.9,46278.6,393387,93342.3
9.57031,1058.68,1033.71,1938.24,3676.44,2148.79,356.861,1218.22,2215.48,7642.96,1938.24,9.57031,17.6059,17.1907,32.233,61.1394,35.7345,5.93463,20.2591,36.8435,127.103,32.233,9.57031,63660.4,62159.2,116550,221072,129211,21458.8,73254.2,133221,459587,116550
9.66797,1962.72,549.493,2437.82,1749.19,6332.45,1029.17,745.15,1432.45,6843.03,1749.19,9.66797,32.3105,9.0458,40.1316,28.7953,104.245,16.9423,12.2667,23.5811,112.65,28.7953,9.66797,119227,33379.3,148087,106255,384669,62517.8,45264.6,87015,415684,106255
9.76563,2986.44,2281.62,3016.26,1036.03,1018.2,712.238,315.996,1642.61,8930.43,1642.61,9.76563,48.6713,37.1847,49.1574,16.8846,16.5941,11.6077,5.14993,26.7704,145.543,26.7704,9.76563,183245,139999,185075,63569.9,62475.9,43702.4,19389.3,100790,547964,100790
9.86328,2798.44,745.063,5048.79,2651.7,2691.91,457.736,381.915,1976.03,604.41,1976.03,9.86328,45.1559,12.0224,81.4678,42.7881,43.437,7.38607,6.16263,31.8855,9.75283,31.8855,9.86328,173427,46173.7,312888,164333,166825,28367.2,23668.4,122460,37457,122460
9.96094,2330.35,1418.09,6296.49,3267.72,2598.11,188.775,363.701,3282.25,5819.27,2598.11,9.96094,37.2342,22.6581,100.605,52.2113,41.5124,3.01623,5.81117,52.4434,92.9798,41.5124,9.96094,145849,88753,394075,204515,162606,11814.8,22762.7,205424,364207,162606
10.0586,1198.43,1784.43,1478.34,4227.61,2250.21,482.073,734.709,2065.82,6067.04,1784.43,10.0586,18.9626,28.2347,23.3914,66.8925,35.6046,7.62773,11.6251,32.687,95.9975,28.2347,10.0586,75741.1,112776,93430.9,267185,142213,30467,46433.6,130560,383437,112776
10.1563,1993.86,873.709,4691.11,574.056,432.744,295.822,766.05,5267.83,3190.31,873.709,10.1563,31.245,13.6916,73.5127,8.99583,6.78137,4.63572,12.0045,82.5502,49.9941,13.6916,10.1563,127235,55754.5,299357,36632.6,27614.9,18877.5,48884.4,336159,203585,55754.5
10.2539,304.388,1254.56,2721.5,5543.49,2566.65,846.603,419.677,3555.95,2337.49,2337.49,10.2539,4.72453,19.4725,42.2414,86.0427,39.8381,13.1405,6.51398,55.1934,36.2812,36.2812,10.2539,19610.9,80827.9,175338,357151,165362,54544.3,27038.6,229100,150598,150598
10.3516,1199.65,1427.14,1072.94,5025.63,1880.32,1129.98,226.786,5407.38,5116.99,1427.14,10.3516,18.4446,21.9422,16.4964,77.2688,28.9098,17.3734,3.48683,83.1383,78.6735,21.9422,10.3516,78026.3,92822.2,69784.7,326871,122297,73494.6,14750.3,351700,332813,92822.2
10.4492,897.006,1162.57,1983.35,2946.09,2332.39,879.899,241.161,1590.94,6228.57,1590.94,10.4492,13.6625,17.7075,30.209,44.8727,35.5252,13.402,3.67319,24.232,94.8691,24.232,10.4492,58892.4,76328,130216,193424,153131,57769.2,15833.3,104452,408933,104452
10.5469,1523.52,872.259,1780.7,3156.71,4270.92,1413.12,554.607,834.802,460.322,1413.12,10.5469,22.9903,13.1626,26.8712,47.6355,64.4493,21.3243,8.36916,12.5974,6.94637,21.3243,10.5469,100961,57802.8,118003,209189,283025,93644.3,36752.7,55320.6,30504.6,93644.3
10.6445,1199.47,2122.02,3745.83,3067.93,968.126,1387.88,509.515,1347.37,6998.59,1387.88,10.6445,17.9343,31.7281,56.0069,45.871,14.4752,20.7513,7.61817,20.1456,104.642,20.7513,10.6445,80222.6,141924,250527,205188,64749.8,92823.4,34077.2,90114.3,468077,92823.4
10.7422,824.127,1405.8,2442.17,2300.79,3741.74,690.382,165.252,3472.55,6867.39,2300.79,10.7422,12.2102,20.8282,36.1829,34.0882,55.4372,10.2286,2.44836,51.4489,101.746,34.0882,10.7422,55624.6,94884.8,164835,155292,252550,46597.5,11153.7,234380,463516,155292
10.8398,1049.01,2001.49,2674.44,4508.97,2985.15,429.323,431,3137.98,7765.37,2674.44,10.8398,15.4021,29.3867,39.2672,66.2026,43.8292,6.30349,6.32812,46.0731,114.014,39.2672,10.8398,71447.1,136319,182153,307101,203315,29240.7,29354.9,213724,528889,182153
10.9375,1517.18,3186.43,1099.63,4150.04,4522.49,664.282,761.8,1305.73,1695.67,1517.18,10.9375,22.077,46.3667,16.0011,60.3885,65.8081,9.66617,11.0852,19.0001,24.6743,22.077,10.9375,104264,218979,75569.4,285201,310796,45651,52352.7,89732.7,116531,104264
11.0352,1192.3,1343.78,1952.91,1779.48,1585.09,1419.97,804.34,1473.45,3757.63,1473.45,11.0352,17.196,19.3808,28.1659,25.6646,22.861,20.4796,11.6006,21.2509,54.1946,21.2509,11.0352,82669.3,93172.5,135407,123382,109904,98455,55769.7,102163,260539,102163
11.1328,1246.03,1749.75,1587.87,3222.2,5677.92,1027.81,851.124,4873.38,4353.14,1749.75,11.1328,17.8133,25.0145,22.7003,46.0647,81.1717,14.6936,12.1677,69.6699,62.2326,25.0145,11.1328,87159.1,122394,111071,225392,397168,71894.9,59535.7,340890,304500,122394
11.2305,1730.94,1573.35,714.45,4959.72,3095,744.613,680.244,3593.91,4029.59,1730.94,11.2305,24.5303,22.2971,10.125,70.2877,43.8614,10.5524,9.64022,50.9318,57.1062,24.5303,11.2305,122140,111020,50413.8,349973,218393,52542.2,48000.1,253597,284341,122140
11.3281,588.144,1212.24,2348.76,4698.55,2474.58,304.236,469.534,2670,4995.35,2348.76,11.3281,8.26315,17.0314,32.999,66.0124,34.7667,4.27438,6.59673,37.5123,70.1823,32.999,11.3281,41862.2,86283.3,167177,334427,176133,21654.5,33419.9,190042,355552,167177
11.4258,850.146,2581.67,3076.25,3179.47,2133.23,513.819,651.604,382.558,4684.08,2133.23,11.4258,11.8421,35.9612,42.8505,44.2883,29.7147,7.15723,9.07649,5.32883,65.2466,29.7147,11.4258,61032.3,185339,220845,228255,153145,36887.3,46778.9,27464,336271,153145
11.5234,1017.07,812.595,976.734,5359.28,4094.83,339.69,190.843,2969.78,7852.7,1017.07,11.5234,14.0471,11.2231,13.4901,74.0192,56.5553,4.6916,2.63581,41.0169,108.457,14.0471,11.5234,73639.7,58835.1,70719.3,388033,296481,24594.9,13817.8,215024,568566,73639.7
11.6211,1428.54,668.97,3723.32,2373.51,4236.11,539.028,576.204,3302.64,7876.98,2373.51,11.6211,19.5644,9.16178,50.9922,32.506,58.015,7.38218,7.89131,45.2309,107.878,32.506,11.6211,104309,48846.5,271867,173307,309310,39358.5,42073,241151,575158,173307
11.7188,464.895,647.3,3026.71,2852.36,2882.64,627.941,621.948,4005,9321.93,2852.36,11.7188,6.31385,8.79113,41.1065,38.7385,39.1498,8.52821,8.44681,54.3928,126.603,38.7385,11.7188,34230.7,47661.4,222860,210022,212252,46236,45794.7,294892,686384,210022
11.8164,668.595,251.183,4084.8,3034.27,5163.82,499.469,436.906,2766.77,6085.54,2766.77,11.8164,9.0053,3.38318,55.0181,40.8685,69.5515,6.72734,5.88468,37.2655,81.966,37.2655,11.8164,49639.6,18649,303275,225278,383386,37082.9,32437.9,205418,451819,205418
11.9141,356.173,504.132,1411.76,1041.57,3809.78,287.645,234.332,1455.88,1303.12,1041.57,11.9141,4.75797,6.73448,18.8591,13.9139,50.8932,3.84253,3.13034,19.4485,17.4079,13.9139,11.9141,26662.5,37738.4,105682,77970,285193,21532.6,17541.7,108985,97549.7,77970
12.0117,491.987,881.91,2193.49,1149.23,5209.38,159.951,216.963,3011.8,2784.12,1149.23,12.0117,6.51881,11.6853,29.0637,15.2273,69.0242,2.11935,2.87475,39.9063,36.8895,15.2273,12.0117,37131.1,66559.4,165547,86734.5,393162,12071.8,16374.6,227306,210123,86734.5
12.1094,307.098,142.345,2354.5,1602.94,5882.38,230.944,545.027,1428.59,951.793,951.793,12.1094,4.03623,1.87085,30.9455,21.0676,77.3128,3.03532,7.16335,18.7761,12.5095,12.5095,12.1094,23365.7,10830.4,179143,121960,447563,17571.4,41468.6,108695,72417.6,72417.6
12.207,708.81,793.864,2320.94,3004.25,2818.17,498.81,834.051,853.408,1837.6,853.408,12.207,9.24144,10.3504,30.2604,39.1693,36.7432,6.50347,10.8743,11.1267,23.9586,11.1267,12.207,54365,60888.6,178014,230423,216151,38258.2,63970.9,65455.6,140942,65455.6
12.3047,624.946,1008.04,2591.59,1631.09,3164.62,172.821,449.815,1714.21,939.649,1008.04,12.3047,8.08336,13.0384,33.521,21.0973,40.9328,2.23535,5.81814,22.1724,12.1539,13.0384,12.3047,48316.2,77933.9,200363,126104,244665,13361.2,34776.4,132530,72646.7,77933.9
12.4023,1043.55,948.278,2134.91,194.584,2566.64,508.902,329.235,1458.59,1080.9,1043.55,12.4023,13.3915,12.1689,27.3965,2.49703,32.9368,6.53056,4.22495,18.7176,13.8708,13.3915,12.4023,81319.9,73895.8,166365,15163.2,200009,39656.8,25656,113663,84230.5,81319.9
12.5,695.556,1464.8,3340.7,618.326,1580.57,121.505,414.605,2561.6,1022.84,1022.84,12.5,8.8561,18.6504,42.5351,7.87278,20.1245,1.54705,5.27892,32.6153,13.0233,13.0233,12.5,54628.9,115045,262378,48563.2,124138,9543,32563,201188,80334,80334
12.5977,1034.19,662.448,2091.26,543.88,3349.31,529.329,189.199,1903.65,3071.99,1034.19,12.5977,13.0656,8.36917,26.4204,6.87122,42.3142,6.68738,2.39028,24.0501,38.8106,13.0656,12.5977,81859.4,52435,165531,43050,265109,41898.2,14975.7,150680,243159,81859.4
12.6953,650.258,796.556,4468.08,999.884,2299.68,144.8,203.898,2286.16,2405.64,999.884,12.6953,8.15196,9.98603,56.0141,12.5351,28.83,1.81529,2.55616,28.6604,30.1583,12.5351,12.6953,51869.1,63538.9,356405,79757.7,183439,11550.3,16264.3,182360,191891,79757.7
12.793,561.631,504.565,2978.45,1976.27,3012.1,331.629,236.573,873.909,1667.99,873.909,12.793,6.98715,6.27719,37.0543,24.5865,37.473,4.12573,2.94316,10.8721,20.7511,10.8721,12.793,45144.2,40557.2,239410,158854,242114,26656.5,19015.9,70245.3,134074,70245.3
12.8906,57.6038,397.068,1597.03,2182.13,1596.6,469.035,568.343,1086.55,4033.25,1086.55,12.8906,0.711209,4.90242,19.7179,26.9418,19.7125,5.79097,7.01708,13.4152,49.7968,13.4152,12.8906,4665.57,32160.2,129350,176740,129315,37989.1,46032.4,88004.3,326670,88004.3
12.9883,726.811,1305.72,2426.33,452.882,1994.84,647.385,255.661,1261.5,3904.68,1261.5,12.9883,8.90615,16,29.7316,5.54949,24.4442,7.93288,3.13281,15.4581,47.8469,15.4581,12.9883,59313.5,106557,198008,36958.7,162794,52831.6,20864,102948,318652,102948
13.0859,677.807,765.575,2260.67,1945.69,626.111,199.262,342.624,1232.87,2450.4,765.575,13.0859,8.24369,9.31114,27.4949,23.664,7.61494,2.42348,4.16709,14.9945,29.8024,9.31114,13.0859,55730.2,62946.6,185875,159977,51479.7,16383.6,28171,101368,201475,62946.6
13.1836,867.811,569.71,5303.01,191.893,2226.61,287.999,124.101,2022.57,900.703,867.811,13.1836,10.4764,6.87765,64.0189,2.31657,26.88,3.47678,1.49818,24.4169,10.8735,10.4764,13.1836,71885.1,47191.9,439274,15895.4,184441,23856.4,10279.9,167540,74609.7,71885.1
13.2813,798.13,744.531,4679.28,1302.59,3471.61,216.933,255.401,1565.33,1161.15,1161.15,13.2813,9.56434,8.92203,56.0739,15.6095,41.6018,2.59961,3.06057,18.758,13.9146,13.9146,13.2813,66602.8,62130,390479,108699,289701,18102.8,21312.8,130624,96896.5,96896.5
13.3789,613.968,921.906,4776.47,1336.38,2829.31,43.4483,314.855,2389.75,2393.55,1336.38,13.3789,7.30373,10.967,56.8207,15.8975,33.6574,0.51686,3.74551,28.4284,28.4736,15.8975,13.3789,51611.4,77497.4,401520,112339,237838,3652.36,26467.4,200887,201207,112339
13.4766,288.644,225.688,5226.31,1204.2,1716.43,219.496,72.883,528.736,928.275,528.736,13.4766,3.40882,2.66532,61.7215,14.2213,20.2706,2.5922,0.86073,6.24424,10.9627,6.24424,13.4766,24441.2,19110.3,442542,101966,145340,18586,6171.42,44771.1,78602.4,44771.1
13.5742,120.761,618.829,3482.92,1517.42,4106.88,238.935,142.537,822.29,1590.3,822.29,13.5742,1.41589,7.25564,40.8365,17.7914,48.1523,2.80146,1.67122,9.64118,18.6459,9.64118,13.5742,10299.6,52779.5,297056,129419,350273,20378.6,12156.9,70132.5,135636,70132.5
13.6719,197.564,475.565,3252.62,601.183,4288.92,335.288,221.615,1646.06,556.628,556.628,13.6719,2.29985,5.53607,37.8639,6.9984,49.9276,3.90311,2.57983,19.1619,6.47973,6.47973,13.6719,16971.3,40852.4,279410,51643.4,368431,28802.3,19037.4,141401,47816,47816
13.7695,287.739,347.366,3421.24,1093.72,1387.9,25.2194,231.026,1687.22,165.09,347.366,13.7695,3.32583,4.01502,39.5444,12.6417,16.0421,0.291499,2.67031,19.5017,1.90819,4.01502,13.7695,24894.2,30052.9,295994,94624.8,120077,2181.9,19987.6,145972,14283,30052.9
13.8672,220.04,315.646,3244.4,412.583,1247.9,182.601,301.053,1403.63,1633.83,412.583,13.8672,2.52542,3.6227,37.2363,4.73525,14.3223,2.09573,3.45521,16.1096,18.7516,4.73525,13.8672,19172.1,27502.3,282685,35948.4,108730,15910,26230.8,122298,142356,35948.4
13.9648,408.426,335.917,3711.97,2306.31,2654.14,53.4722,348.602,930.936,1578.14,930.936,13.9648,4.65476,3.82839,42.3047,26.2846,30.2487,0.609413,3.97295,10.6097,17.9858,10.6097,13.9648,35836.8,29474.6,325702,202364,232884,4691.84,30587.6,81683.7,138472,81683.7
14.0625,170.092,447.78,3338.88,917.071,2299.95,230.545,152.687,3459.99,1307.76,917.071,14.0625,1.92505,5.06783,37.7884,10.3791,26.0301,2.60923,1.72807,39.1591,14.8008,10.3791,14.0625,15028.9,39564.6,295015,81029.9,203218,20370.3,13491,305715,115550,81029.9
14.1602,863.746,725.616,680.678,488.624,2454.7,114.893,252.219,1646.68,2855.33,725.616,14.1602,9.70819,8.15565,7.65057,5.49195,27.59,1.29135,2.83485,18.5081,32.0929,8.15565,14.1602,76848.2,64558.7,60560.5,43473.3,218397,10222.1,22440.2,146507,254041,64558.7
14.2578,807.951,277.678,1956.36,642.241,2155.49,54.9302,224.569,1440.8,1356.32,807.951,14.2578,9.01887,3.09962,21.8382,7.16911,24.0609,0.613167,2.50678,16.0832,15.1401,9.01887,14.2578,72379.9,24875.6,175260,57534.8,193098,4920.9,20117.9,129074,121505,72379.9
14.3555,539.855,156.916,1605.93,1026.72,2455.24,86.8861,39.3077,148.85,1426.09,539.855,14.3555,5.98522,1.73969,17.8045,11.3829,27.2205,0.963281,0.435793,1.65026,15.8107,5.98522,14.3555,48693.9,14153.6,144852,92607.8,221458,7836.96,3545.48,13426,128631,48693.9
14.4531,1029.52,1304.51,2255.86,1687.08,1769.35,168.566,176.358,1457.02,1852,1457.02,14.4531,11.3369,14.365,24.8411,18.5778,19.4837,1.85622,1.94202,16.0445,20.3939,16.0445,14.4531,93492.5,118464,204859,153207,160677,15307.8,16015.3,132315,168183,132315
14.5508,582.955,548.011,2290.4,2273.94,2748.14,201.745,227.091,1210.47,1437.69,1210.47,14.5508,6.3763,5.99409,25.0521,24.8721,30.0588,2.20667,2.48389,13.24,15.7253,13.24,14.5508,53296.8,50102.1,209400,207895,251249,18444.6,20761.8,110667,131441,110667
14.6484,263.201,560.975,2644.16,1950.25,521.752,125.368,298.084,1843.49,1843.8,560.975,14.6484,2.85967,6.09498,28.7287,21.1894,5.66883,1.36212,3.23868,20.0295,20.0329,6.09498,14.6484,24224.7,51631.5,243365,179499,48021.5,11538.8,27435.4,169673,169701,51631.5
14.7461,382.819,796.469,2275.97,1009.27,1589.48,240.797,314.051,1041.71,2707.76,1009.27,14.7461,4.13178,8.59631,24.5646,10.8931,17.1553,2.59893,3.38956,11.2432,29.2249,10.8931,14.7461,35469.2,73794.8,210874,93511.7,147269,22310.4,29097.6,96517.3,250881,93511.7
14.8438,257.355,932.041,2995.21,999.751,1144.52,154.732,62.5547,1282.76,1475.95,999.751,14.8438,2.75936,9.99336,32.1147,10.7193,12.2716,1.65904,0.670712,13.7537,15.8251,10.7193,14.8438,24002.5,86927.8,279351,93242.8,106745,14431.3,5834.23,119638,137656,93242.8
14.9414,485.41,907.242,2022.22,907.019,428.607,179.974,294.767,1329.65,484.804,485.41,14.9414,5.17056,9.66389,21.5405,9.66151,4.56549,1.91707,3.13984,14.1634,5.16411,5.17056,14.9414,45570.1,85171.6,189845,85150.6,40237.4,16895.9,27672.6,124827,45513.3,45570.1
15.0391,635.221,374.413,2067.68,2051.74,2054.77,132.717,53.5445,449.525,629.481,629.481,15.0391,6.7224,3.96233,21.8818,21.7131,21.7451,1.40451,0.566649,4.75722,6.66165,6.66165,15.0391,60024.1,35379.5,195382,193875,194161,12540.8,5059.59,42477.1,59481.7,59481.7
15.1367,514.75,377.318,2054.66,1864.68,1906.59,175.052,182.627,484.63,2065.76,514.75,15.1367,5.41233,3.96731,21.6037,19.6061,20.0469,1.84059,1.92023,5.09564,21.7204,5.41233,15.1367,48956.2,35885.5,195412,177344,181330,16648.7,17369.1,46091.6,196468,48956.2
15.2344,779.482,673.447,3489.48,2054.44,662.726,363.647,60.1704,993.189,1523.04,779.482,15.2344,8.14332,7.03556,36.455,21.4629,6.92356,3.79905,0.628606,10.3759,15.9113,8.14332,15.2344,74612.3,64462.6,334015,196652,63436.4,34808.4,5759.54,95068.5,145786,74612.3
15.332,62.1269,601.059,2477.94,2300.08,1706.97,369.757,361.027,1854.69,1672.79,1672.79,15.332,0.644911,6.23933,25.7224,23.8761,17.7193,3.83828,3.74766,19.2527,17.3644,17.3644,15.332,5984.93,57902.4,238710,221576,164439,35620.1,34779.2,178670,161146,161146
15.4297,434.745,592.01,499.812,1086.27,1240.94,234.01,281.08,965.892,1275.19,592.01,15.4297,4.48433,6.10649,5.15549,11.2048,12.8001,2.41377,2.8993,9.96303,13.1534,6.10649,15.4297,42147.5,57393.9,48455.6,105312,120306,22686.7,27250,93640.9,123627,57393.9
15.5273,647.602,619.237,1776.96,1939.16,2749.6,258.853,502.402,203.023,2926.35,647.602,15.5273,6.6379,6.34717,18.2138,19.8764,28.1834,2.65324,5.14961,2.08098,29.995,6.6379,15.5273,63180.8,60413.5,173362,189187,268255,25254,49015,19807.1,285498,63180.8
15.625,796.204,775.491,2218.73,711.827,1314.2,208.518,92.2939,99.8006,4053.49,775.491,15.625,8.11007,7.89909,22.5998,7.25061,13.3863,2.12394,0.940098,1.01656,41.2885,7.89909,15.625,78167.1,76133.7,217823,69883.4,129021,20471.2,9060.93,9797.9,397950,76133.7
15.7227,510.699,732.359,2692.35,1150.64,2249.45,183.008,123.232,616.029,4341.16,732.359,15.7227,5.16962,7.41342,27.2537,11.6475,22.7704,1.85253,1.24743,6.23585,43.944,7.41342,15.7227,50451.1,72348.6,265973,113670,222219,18079.1,12173.9,60856.5,428856,72348.6
15.8203,372.241,810.618,1438.02,2113.72,3193.62,55.7755,338.366,935.331,3448.17,935.331,15.8203,3.74481,8.15495,14.4667,21.2643,32.1283,0.561111,3.40402,9.40958,34.6892,9.40958,15.8203,37001.5,80577,142942,210108,317452,5544.19,33634.2,92973.7,342755,92973.7
15.918,938.634,302.723,3134.64,2855.7,2111.32,115.518,77.7781,1156.23,4409.41,1156.23,15.918,9.38488,3.02676,31.3415,28.5525,21.11,1.155,0.77766,11.5605,44.0872,11.5605,15.918,93878,30277,313512,285614,211165,11553.6,7779.02,115641,441009,115641
16.0156,317.572,311.869,1318.59,4038.53,687.206,175.498,73.5516,538.867,4454.6,538.867,16.0156,3.15586,3.09919,13.1035,40.1328,6.8291,1.74401,0.730918,5.35498,44.2674,5.35498,16.0156,31957,31383.1,132689,406394,69153,17660.2,7401.44,54225.7,448262,54225.7
16.1133,166.559,272.975,606.606,3149.17,1667.67,149.434,338.881,2167.73,1302.43,606.606,16.1133,1.64515,2.69624,5.9916,31.1052,16.472,1.476,3.34721,21.4112,12.8645,5.9916,16.1133,16862.9,27636.7,61414.5,318831,168839,15129.2,34309.2,219467,131862,61414.5
16.2109,948.604,347.848,2966.34,1862.54,1384.5,91.505,54.2752,739.852,151.567,739.852,16.2109,9.31315,3.41509,29.1228,18.2859,13.5927,0.898373,0.532861,7.26368,1.48805,7.26368,16.2109,96621.3,35430.5,302140,189711,141020,9320.36,5528.27,75358.6,15438,75358.6
16.3086,965.497,507.636,3504.65,2242.95,3398.85,72.1677,85.7542,1220.76,519.264,965.497,16.3086,9.42225,4.954,34.2017,21.8888,33.1693,0.704282,0.836872,11.9133,5.06748,9.42225,16.3086,98934.4,52017.4,359121,229835,348280,7395.01,8787.23,125091,53208.9,98934.4
16.4063,619.911,597.158,1984.93,2373.02,3456.3,82.9265,247.999,1635.34,997.734,997.734,16.4063,6.01367,5.79295,19.2555,23.0204,33.5291,0.80446,2.4058,15.8642,9.6789,9.6789,16.4063,63902.6,61557.1,204613,244619,356287,8548.36,25564.6,168576,102850,102850
16.5039,514.047,492.252,3460.15,3574.44,2822.54,221.807,92.711,468.94,1539.35,514.047,16.5039,4.95719,4.74701,33.3679,34.47,27.219,2.13898,0.894055,4.52221,14.8447,4.95719,16.5039,53305.1,51045.1,358808,370659,292689,23000.7,9613.86,48627.7,159626,53305.1
16.6016,830.23,468.985,1416.82,2566.22,2917.69,163.299,225.675,210.013,955.607,830.23,16.6016,7.95921,4.49604,13.5827,24.6017,27.9712,1.5655,2.16349,2.01334,9.16116,7.95921,16.6016,86601.9,48920.2,147789,267684,304347,17033.8,23540.3,21906.6,99680,86601.9
16.6992,518.518,501.062,4113.29,960.054,2670.77,110.418,92.0793,297.993,799.019,518.518,16.6992,4.94183,4.77546,39.2025,9.14997,25.4543,1.05236,0.877578,2.84008,7.61519,4.94183,16.6992,54405.1,52573.6,431584,100733,280229,11585.5,9661.35,31266.7,83836.5,54405.1
16.7969,93.4947,95.6005,2062.53,2479.54,535.258,349.379,181.393,330.317,398.971,349.379,16.7969,0.885887,0.905841,19.5431,23.4943,5.07172,3.31046,1.71875,3.12984,3.78036,3.31046,16.7969,9867.23,10089.5,217675,261685,56490,36872.7,19143.9,34860.9,42106.6,36872.7
16.8945,228.352,631.208,654.846,795.063,2396.42,377.464,130.392,889.282,479.778,631.208,16.8945,2.15119,5.94629,6.16897,7.48989,22.5754,3.5559,1.22836,8.37748,4.51975,5.94629,16.8945,24239.9,67003.6,69512.8,84397.1,254383,40068.3,13841.3,94398.6,50929.1,67003.6
16.9922,225.501,589.707,1452.55,485.633,2831.15,253.503,87.052,777.324,1512.31,589.707,16.9922,2.11212,5.52341,13.6051,4.54862,26.5176,2.3744,0.815361,7.28069,14.1649,5.52341,16.9922,24075.6,62960.1,155082,51848.7,302268,27065.3,9294.12,82991,161462,62960.1
17.0898,648.359,172.746,1981.7,1399.88,1300.26,305.09,257.493,469.437,622.149,622.149,17.0898,6.03806,1.60875,18.4553,13.0369,12.1091,2.84125,2.39799,4.37179,5.79397,5.79397,17.0898,69619.9,18549.2,212793,150317,139620,32760.1,27649.2,50407.5,66805.5,66805.5
17.1875,460.949,493.908,1589.15,1056.23,3624.64,45.5592,220.806,419.062,275.55,460.949,17.1875,4.26835,4.57355,14.7154,9.78058,33.5639,0.421874,2.04465,3.88048,2.55157,4.26835,17.1875,49778.9,53338.2,171615,114064,391434,4920.04,23845.4,45255.5,29757.2,49778.9
17.2852,610.24,466.951,5070.92,237.49,2262.19,130.253,105.948,135.766,2722.37,466.951,17.2852,5.61885,4.2995,46.6911,2.18671,20.8294,1.19932,0.975528,1.25008,25.0665,4.2995,17.2852,66275.7,50713.6,550732,25792.8,245687,14146.2,11506.6,14744.9,295665,50713.6
17.3828,680.923,154.082,2591.59,1359.82,5508.84,156.685,292.623,543.297,1849.5,680.923,17.3828,6.23445,1.41075,23.7283,12.4503,50.4383,1.43459,2.67923,4.97436,16.9338,6.23445,17.3828,74370,16828.7,283053,148519,601673,17113.1,31960.2,59338.6,202001,74370
17.4805,494.666,923.909,1811.9,2289.05,5491.93,59.772,55.8205,276.622,1254.05,923.909,17.4805,4.5038,8.41194,16.4968,20.8412,50.0026,0.544208,0.508231,2.51857,11.4178,8.41194,17.4805,54330.7,101476,199006,251413,603196,6564.94,6130.94,30382.2,137736,101476
17.5781,799.87,1372.16,1161.18,1897.16,2571.94,116.473,248.018,590.08,873.925,873.925,17.5781,7.24214,12.4237,10.5135,17.1771,23.2867,1.05457,2.24559,5.34267,7.91265,7.91265,17.5781,88343,151551,128248,209534,284062,12864.1,27392.8,65172.3,96522,96522
